Date,Generation (MWh),Marginal Emissions Rate (lbs CO2/MWh) - Before,Marginal Emissions Rate (lbs CO2/MWh) - After,Curtailed
06-16 20:00,66.1187,850.537,850.537,False
06-16 21:00,54.155199999999994,850.537,850.537,False
06-16 22:00,0.0,783.0715600248607,783.0715600248607,False
06-16 23:00,0.0,773.757202468635,773.757202468635,False
06-17 00:00,0.0,850.537,850.537,False
06-17 01:00,0.0,850.537,850.537,False
06-17 02:00,0.0,850.537,850.537,False
06-17 03:00,26.318099999999998,850.537,850.537,False
06-17 04:00,34.690599999999996,850.537,850.537,False
06-17 05:00,60.8276,850.537,850.537,False
06-17 06:00,63.4269,850.5369999999999,850.5369999999999,False
06-17 07:00,25.148,850.537,850.537,False
06-17 08:00,45.3234,850.537,850.537,False
06-17 09:00,45.4099,850.537,850.537,False
06-17 10:00,76.4265,850.537,850.537,False
06-17 11:00,175.399,758.5004830529751,758.5004830529751,False
06-17 12:00,137.594,850.537,850.537,False
06-17 13:00,75.9494,850.537,850.537,False
06-17 14:00,117.89,850.537,850.537,False
06-17 15:00,181.098,850.537,850.537,False
06-17 16:00,137.391,850.537,850.537,False
06-17 17:00,201.612,850.537,850.537,False
06-17 18:00,462.073,850.537,850.537,False
06-17 19:00,794.982,850.537,850.537,False
06-17 20:00,830.692,850.537,850.537,False
06-17 21:00,830.692,850.537,850.537,False
06-17 22:00,830.692,850.537,850.537,False
06-17 23:00,482.921,850.5370000000001,850.5370000000001,False
06-18 00:00,85.1481,850.537,850.537,False
06-18 01:00,310.6,850.5370000000001,850.5370000000001,False
06-18 02:00,447.713,850.5370000000001,850.5370000000001,False
06-18 03:00,457.642,850.537,850.537,False
06-18 04:00,49.6451,850.5369999999999,850.5369999999999,False
06-18 05:00,109.735,850.537,850.537,False
06-18 06:00,92.3478,850.537,850.537,False
06-18 07:00,29.2575,850.537,850.537,False
06-18 08:00,0.0,850.537,850.537,False
06-18 09:00,0.0,850.537,850.537,False
06-18 10:00,0.0,850.537,850.537,False
06-18 11:00,0.0,850.5369999999999,850.5369999999999,False
06-18 12:00,0.0,850.5369999999999,850.5369999999999,False
06-18 13:00,0.0,850.537,850.537,False
06-18 14:00,54.629,850.537,850.537,False
06-18 15:00,0.0,850.537,850.537,False
06-18 16:00,782.717,850.537,850.537,False
06-18 17:00,436.59,850.537,850.537,False
06-18 18:00,639.58,850.537,850.537,False
06-18 19:00,830.692,850.537,850.537,False
06-18 20:00,829.508,850.537,850.537,False
06-18 21:00,778.515,850.537,850.537,False
06-18 22:00,516.07,850.537,850.537,False
06-18 23:00,697.55,850.537,850.537,False
06-19 00:00,830.692,850.537,850.537,False
06-19 01:00,828.635,850.5369999999999,850.5369999999999,False
06-19 02:00,830.692,850.537,850.537,False
06-19 03:00,830.692,850.537,850.537,False
06-19 04:00,830.692,850.5369999999999,850.5369999999999,False
06-19 05:00,830.692,850.537,850.537,False
06-19 06:00,830.692,850.537,850.537,False
06-19 07:00,830.692,850.537,850.537,False
06-19 08:00,830.692,850.537,850.537,False
06-19 09:00,830.079,850.537,850.537,False
06-19 10:00,830.692,850.537,850.537,False
06-19 11:00,830.692,850.537,850.537,False
06-19 12:00,724.732,850.537,850.537,False
06-19 13:00,830.692,850.537,850.537,False
06-19 14:00,830.692,804.771475954589,804.771475954589,False
06-19 15:00,830.692,798.7048359013587,798.7048359013587,False
06-19 16:00,829.668,791.5628335921565,791.5628335921565,False
06-19 17:00,827.965,793.1683764212075,793.1683764212075,False
06-19 18:00,830.692,850.537,850.537,False
06-19 19:00,830.692,850.537,850.537,False
06-19 20:00,830.692,850.537,850.537,False
06-19 21:00,641.069,850.537,850.537,False
06-19 22:00,549.138,850.5369999999999,850.5369999999999,False
06-19 23:00,538.857,850.537,850.537,False
06-20 00:00,829.414,850.537,850.537,False
06-20 01:00,830.692,850.5370000000001,850.5370000000001,False
06-20 02:00,830.692,850.537,850.537,False
06-20 03:00,830.692,850.537,850.537,False
06-20 04:00,830.692,850.537,850.537,False
06-20 05:00,830.692,850.537,850.537,False
06-20 06:00,830.692,850.537,850.537,False
06-20 07:00,830.692,0.0,0.0,True
06-20 08:00,830.692,850.537,850.537,False
06-20 09:00,830.692,850.537,850.537,False
06-20 10:00,830.692,850.537,850.537,False
06-20 11:00,830.692,850.537,850.537,False
06-20 12:00,830.692,850.537,850.537,False
06-20 13:00,830.692,850.537,850.537,False
06-20 14:00,830.692,850.537,850.537,False
06-20 15:00,830.692,850.5369999999999,850.5369999999999,False
06-20 16:00,830.692,850.5369999999999,850.5369999999999,False
06-20 17:00,830.692,850.537,850.537,False
06-20 18:00,830.692,0.0,0.0,False
06-20 19:00,755.575,0.0,0.0,False
06-20 20:00,829.698,850.537,850.537,False
06-20 21:00,830.692,850.5369999999999,850.5369999999999,False
06-20 22:00,830.692,850.537,850.537,False
06-20 23:00,830.692,850.537,850.537,False
06-21 00:00,830.692,850.537,850.537,False
06-21 01:00,830.692,850.537,850.537,False
06-21 02:00,830.692,850.537,850.537,False
06-21 03:00,830.692,850.537,850.537,False
06-21 04:00,830.692,850.537,850.537,False
06-21 05:00,783.622,850.537,850.537,False
06-21 06:00,747.185,850.537,850.537,False
06-21 07:00,378.73,850.537,850.537,False
06-21 08:00,297.936,850.537,850.537,False
06-21 09:00,239.595,850.537,850.537,False
06-21 10:00,344.686,850.5370000000001,850.5370000000001,False
06-21 11:00,300.865,850.537,850.537,False
06-21 12:00,322.015,850.537,850.537,False
06-21 13:00,408.076,804.144438274888,804.144438274888,False
06-21 14:00,301.665,850.537,850.537,False
06-21 15:00,221.543,792.0534709152076,792.0534709152076,False
06-21 16:00,158.71,850.5370000000001,850.5370000000001,False
06-21 17:00,185.112,797.1539395364807,797.1539395364807,False
06-21 18:00,292.517,807.5799781424631,807.5799781424631,False
06-21 19:00,292.928,850.537,850.537,False
06-21 20:00,341.976,850.5370000000001,850.5370000000001,False
06-21 21:00,120.959,850.537,850.537,False
06-21 22:00,58.5435,850.537,850.537,False
06-21 23:00,46.2586,796.7542142595333,796.7542142595333,False
06-22 00:00,53.5039,850.5370000000001,850.5370000000001,False
06-22 01:00,134.661,850.537,850.537,False
06-22 02:00,180.878,850.537,850.537,False
06-22 03:00,156.29,850.537,850.537,False
06-22 04:00,115.112,850.537,850.537,False
06-22 05:00,157.364,850.537,850.537,False
06-22 06:00,94.227,850.537,850.537,False
06-22 07:00,69.7253,850.537,850.537,False
06-22 08:00,25.718400000000003,827.1392346043219,827.1392346043219,False
06-22 09:00,10.9635,850.537,850.537,False
06-22 10:00,13.7345,897.7775158172589,897.7775158172589,False
06-22 11:00,14.237200000000001,878.2387631540379,878.2387631540379,False
06-22 12:00,44.362,850.537,850.537,False
06-22 13:00,43.5234,850.537,850.537,False
06-22 14:00,124.833,850.5369999999999,850.5369999999999,False
06-22 15:00,15.521,850.537,850.537,False
06-22 16:00,0.0,850.537,850.537,False
06-22 17:00,21.0407,850.537,850.537,False
06-22 18:00,9.491629999999999,850.537,850.537,False
06-22 19:00,0.0,850.537,850.537,False
06-22 20:00,0.0,850.537,850.537,False
06-22 21:00,0.0,785.2733312153318,785.2733312153318,False
06-22 22:00,0.0,769.0695404654542,769.0695404654542,False
06-22 23:00,0.0,743.6313916288326,743.6313916288326,False
06-23 00:00,0.0,736.3918142404578,736.3918142404578,False
06-23 01:00,0.0,850.537,850.537,False
06-23 02:00,0.0,712.2801704704239,712.2801704704239,False
06-23 03:00,0.0,850.537,850.537,False
06-23 04:00,0.0,850.537,850.537,False
06-23 05:00,0.0,741.3400768691416,741.3400768691416,False
06-23 06:00,0.0,850.537,850.537,False
06-23 07:00,0.0,850.537,850.537,False
06-23 08:00,0.0,850.537,850.537,False
06-23 09:00,4.05683,850.537,850.537,False
06-23 10:00,23.9294,850.537,850.537,False
06-23 11:00,9.638129999999999,850.537,850.537,False
06-23 12:00,9.45753,850.537,850.537,False
06-23 13:00,0.0,850.537,850.537,False
06-23 14:00,69.5793,850.537,850.537,False
06-23 15:00,326.672,850.5370000000001,850.5370000000001,False
06-23 16:00,114.941,850.537,850.537,False
06-23 17:00,79.445,850.537,850.537,False
06-23 18:00,421.775,850.537,850.537,False
06-23 19:00,728.896,850.537,850.537,False
06-23 20:00,818.494,850.537,850.537,False
06-23 21:00,829.107,850.537,850.537,False
06-23 22:00,830.692,850.537,850.537,False
06-23 23:00,699.27,850.537,850.537,False
06-24 00:00,827.379,850.537,850.537,False
06-24 01:00,749.087,850.5369999999999,850.5369999999999,False
06-24 02:00,766.707,850.537,850.537,False
06-24 03:00,828.399,850.537,850.537,False
06-24 04:00,830.692,850.537,850.537,False
06-24 05:00,765.866,850.537,850.537,False
06-24 06:00,403.83,850.537,850.537,False
06-24 07:00,218.704,850.537,850.537,False
06-24 08:00,207.481,850.537,850.537,False
06-24 09:00,204.18,850.537,850.537,False
06-24 10:00,199.397,850.537,850.537,False
06-24 11:00,303.633,850.537,850.537,False
06-24 12:00,308.142,850.537,850.537,False
06-24 13:00,599.78,850.537,850.537,False
06-24 14:00,830.692,850.537,850.537,False
06-24 15:00,830.692,783.8038501875617,783.8038501875617,False
06-24 16:00,830.692,850.537,850.537,False
06-24 17:00,830.692,786.3063248008498,786.3063248008498,False
06-24 18:00,830.692,850.537,850.537,False
06-24 19:00,574.618,850.537,850.537,False
06-24 20:00,830.692,850.537,850.537,False
06-24 21:00,830.692,850.5369999999999,850.5369999999999,False
06-24 22:00,830.692,761.383964235211,761.383964235211,False
06-24 23:00,830.692,850.537,850.537,False
06-25 00:00,830.692,850.537,850.537,False
06-25 01:00,830.692,761.4274084393124,761.4274084393124,False
06-25 02:00,157.616,763.3415896515215,763.3415896515215,False
06-25 03:00,382.816,764.4085603720604,764.4085603720604,False
06-25 04:00,243.775,773.0499850198717,773.0499850198717,False
06-25 05:00,127.634,776.0064986308191,776.0064986308191,False
06-25 06:00,51.883,798.2305987165165,798.2305987165165,False
06-25 07:00,154.486,815.8793023818264,815.8793023818264,False
06-25 08:00,86.73389999999999,0.0,0.0,False
06-25 09:00,31.372700000000002,850.537,850.537,False
06-25 10:00,286.456,850.537,850.537,False
06-25 11:00,150.909,850.537,850.537,False
06-25 12:00,108.088,850.537,850.537,False
06-25 13:00,117.042,850.537,850.537,False
06-25 14:00,219.478,850.537,850.537,False
06-25 15:00,108.499,850.537,850.537,False
06-25 16:00,167.066,850.5369999999999,850.5369999999999,False
06-25 17:00,78.72710000000001,850.537,850.537,False
06-25 18:00,184.176,850.537,850.537,False
06-25 19:00,26.353900000000003,850.5370000000001,850.5370000000001,False
06-25 20:00,41.7806,850.5370000000001,850.5370000000001,False
06-25 21:00,100.732,850.537,850.537,False
06-25 22:00,204.644,850.537,850.537,False
06-25 23:00,137.313,850.5369999999999,850.5369999999999,False
06-26 00:00,31.1459,850.537,850.537,False
06-26 01:00,0.0,850.537,850.537,False
06-26 02:00,52.4493,850.537,850.537,False
06-26 03:00,96.1522,850.537,850.537,False
06-26 04:00,92.0947,850.537,850.537,False
06-26 05:00,40.918,850.5369999999999,850.5369999999999,False
06-26 06:00,54.8774,850.5369999999999,850.5369999999999,False
06-26 07:00,77.38380000000001,850.5369999999999,850.5369999999999,False
06-26 08:00,58.7043,850.537,850.537,False
06-26 09:00,33.668,850.537,850.537,False
06-26 10:00,124.276,850.537,850.537,False
06-26 11:00,116.417,850.537,850.537,False
06-26 12:00,80.6415,850.537,850.537,False
06-26 13:00,48.322199999999995,816.8335062410416,816.8335062410416,False
06-26 14:00,0.0,818.3382861977527,818.3382861977527,False
06-26 15:00,2.3464,813.458527344926,813.458527344926,False
06-26 16:00,0.0,811.0425332853904,811.0425332853904,False
06-26 17:00,0.0,803.7600590700695,803.7600590700695,False
06-26 18:00,0.0,850.537,850.537,False
06-26 19:00,0.0,850.537,850.537,False
06-26 20:00,0.0,850.537,850.537,False
06-26 21:00,0.0,850.537,850.537,False
06-26 22:00,0.0,780.5714388069601,780.5714388069601,False
06-26 23:00,0.0,770.0089707935679,770.0089707935679,False
06-27 00:00,30.789900000000003,766.7639521670411,766.7639521670411,False
06-27 01:00,29.796799999999998,850.537,850.537,False
06-27 02:00,37.999,751.8374373619579,751.8374373619579,False
06-27 03:00,53.380199999999995,850.537,850.537,False
06-27 04:00,68.4905,752.0086469213352,752.0086469213352,False
06-27 05:00,58.774,850.537,850.537,True
06-27 06:00,102.312,850.5370000000001,850.5370000000001,False
06-27 07:00,107.826,850.537,850.537,False
06-27 08:00,72.93910000000001,850.537,850.537,False
06-27 09:00,34.450300000000006,850.537,850.537,False
06-27 10:00,0.0,850.537,850.537,False
06-27 11:00,0.0,850.537,850.537,False
06-27 12:00,0.0,850.537,850.537,False
06-27 13:00,86.8942,850.537,850.537,False
06-27 14:00,15.0618,850.537,850.537,False
06-27 15:00,15.6759,850.537,850.537,False
06-27 16:00,14.1722,850.537,850.537,False
06-27 17:00,0.0,850.537,850.537,False
06-27 18:00,0.0,850.537,850.537,False
06-27 19:00,0.0,850.537,850.537,False
06-27 20:00,0.0,850.537,850.537,False
06-27 21:00,0.0,850.537,850.537,False
06-27 22:00,0.0,850.5369999999999,850.5369999999999,False
06-27 23:00,0.0,850.537,850.537,False
06-28 00:00,23.0553,765.8786295204625,765.8786295204625,False
06-28 01:00,20.3371,741.9175011543213,741.9175011543213,False
06-28 02:00,50.8987,768.7662121475747,768.7662121475747,False
06-28 03:00,0.0,767.0552861926506,767.0552861926506,False
06-28 04:00,0.0,850.537,850.537,False
06-28 05:00,23.4788,850.537,850.537,False
06-28 06:00,19.2958,850.537,850.537,False
06-28 07:00,0.0,806.8310014644624,806.8310014644624,False
06-28 08:00,0.0,817.5673136741974,817.5673136741974,False
06-28 09:00,0.0,822.9201912704451,822.9201912704451,False
06-28 10:00,0.0,850.537,850.537,False
06-28 11:00,0.0,850.537,850.537,False
06-28 12:00,0.0,850.537,850.537,False
06-28 13:00,0.0,850.537,850.537,False
06-28 14:00,3.02006,850.5370000000001,850.5370000000001,False
06-28 15:00,0.0,850.537,850.537,False
06-28 16:00,0.0,850.537,850.537,False
06-28 17:00,0.0,850.537,850.537,False
06-28 18:00,0.0,3374.668,3374.668,False
06-28 19:00,94.51010000000001,850.537,850.537,False
06-28 20:00,632.254,850.537,850.537,False
06-28 21:00,670.867,850.537,850.537,False
06-28 22:00,830.692,850.537,850.537,False
06-28 23:00,610.333,850.537,850.537,False
06-29 00:00,427.795,828.1610568038442,828.1610568038442,False
06-29 01:00,601.267,821.2349970345821,821.2349970345821,False
06-29 02:00,747.959,850.537,850.537,False
06-29 03:00,377.656,850.537,850.537,False
06-29 04:00,62.898,850.5369999999999,850.5369999999999,False
06-29 05:00,97.5063,850.537,850.537,False
06-29 06:00,53.271300000000004,850.537,850.537,False
06-29 07:00,45.5904,850.5370000000001,850.5370000000001,False
06-29 08:00,0.0,823.5380883890502,823.5380883890502,False
06-29 09:00,0.0,822.0498423371545,822.0498423371545,False
06-29 10:00,0.0,850.537,850.537,False
06-29 11:00,0.0,850.537,850.537,False
06-29 12:00,0.0,850.537,850.537,False
06-29 13:00,25.119799999999998,850.537,850.537,False
06-29 14:00,21.2023,3374.6679999999997,3374.6679999999997,False
06-29 15:00,27.973,850.537,850.537,False
06-29 16:00,79.1365,850.537,850.537,False
06-29 17:00,147.271,941.0080961615155,941.0080961615155,False
06-29 18:00,103.109,0.0,0.0,False
06-29 19:00,126.528,850.537,850.537,False
06-29 20:00,211.692,850.5370000000001,850.5370000000001,False
06-29 21:00,303.93,850.537,850.537,False
06-29 22:00,297.714,850.537,850.537,False
06-29 23:00,363.725,850.537,850.537,False
06-30 00:00,462.816,850.537,850.537,False
06-30 01:00,341.701,850.5370000000001,850.5370000000001,False
06-30 02:00,281.744,850.537,850.537,False
06-30 03:00,246.901,850.537,850.537,False
06-30 04:00,352.923,850.537,850.537,False
06-30 05:00,237.168,827.2854114992051,827.2854114992051,False
06-30 06:00,271.966,825.5937036332759,825.5937036332759,False
06-30 07:00,118.17,822.3106300140714,822.3106300140714,False
06-30 08:00,44.4713,821.1284868853278,821.1284868853278,False
06-30 09:00,60.5219,850.537,850.537,False
06-30 10:00,27.6561,850.537,850.537,False
06-30 11:00,49.5526,850.537,850.537,False
06-30 12:00,100.333,850.537,850.537,False
06-30 13:00,80.1537,850.537,850.537,False
06-30 14:00,190.761,850.537,850.537,False
06-30 15:00,116.587,850.537,850.537,False
06-30 16:00,95.673,850.537,850.537,False
06-30 17:00,487.123,0.0,0.0,False
06-30 18:00,661.553,850.537,850.537,False
06-30 19:00,371.729,850.537,850.537,False
06-30 20:00,532.13,850.537,850.537,False
06-30 21:00,699.452,814.1238009531781,814.1238009531781,False
06-30 22:00,673.727,850.5370000000001,850.5370000000001,False
06-30 23:00,575.149,850.537,850.537,False
07-01 00:00,481.894,850.537,850.537,False
07-01 01:00,661.221,850.537,850.537,False
07-01 02:00,650.413,850.537,850.537,False
07-01 03:00,512.116,850.5370000000001,850.5370000000001,False
07-01 04:00,632.794,850.537,850.537,False
07-01 05:00,272.441,850.537,850.537,False
07-01 06:00,225.34,850.537,850.537,False
07-01 07:00,101.354,850.537,850.537,False
07-01 08:00,55.7365,850.537,850.537,False
07-01 09:00,50.9522,850.5370000000001,850.5370000000001,False
07-01 10:00,100.684,850.537,850.537,False
07-01 11:00,121.369,850.5370000000001,850.5370000000001,False
07-01 12:00,102.837,850.537,850.537,False
07-01 13:00,334.955,850.537,850.537,False
07-01 14:00,597.26,850.5370000000001,850.5370000000001,False
07-01 15:00,319.988,850.537,850.537,False
07-01 16:00,384.813,850.5369999999999,850.5369999999999,False
07-01 17:00,445.006,850.5369999999999,850.5369999999999,False
07-01 18:00,830.692,850.537,850.537,False
07-01 19:00,830.692,850.537,850.537,False
07-01 20:00,830.692,850.537,850.537,False
07-01 21:00,830.692,850.537,850.537,False
07-01 22:00,830.692,850.537,850.537,False
07-01 23:00,376.555,850.537,850.537,False
07-02 00:00,223.405,850.537,850.537,False
07-02 01:00,413.536,850.537,850.537,False
07-02 02:00,827.685,850.5370000000001,850.5370000000001,False
07-02 03:00,829.311,850.537,850.537,False
07-02 04:00,766.925,850.537,850.537,False
07-02 05:00,830.692,850.5370000000001,850.5370000000001,False
07-02 06:00,480.295,850.5369999999999,850.5369999999999,False
07-02 07:00,194.191,850.537,850.537,False
07-02 08:00,280.909,850.537,850.537,False
07-02 09:00,251.411,850.537,850.537,False
07-02 10:00,265.859,850.537,850.537,False
07-02 11:00,748.762,850.537,850.537,False
07-02 12:00,581.762,850.537,850.537,False
07-02 13:00,830.692,850.537,850.537,False
07-02 14:00,710.22,850.537,850.537,False
07-02 15:00,830.692,850.537,850.537,False
07-02 16:00,574.692,850.537,850.537,False
07-02 17:00,500.716,850.537,850.537,False
07-02 18:00,354.864,850.537,850.537,False
07-02 19:00,140.066,850.537,850.537,False
07-02 20:00,830.692,850.537,850.537,False
07-02 21:00,830.692,850.537,850.537,False
07-02 22:00,830.692,850.537,850.537,False
07-02 23:00,819.366,850.537,850.537,False
07-03 00:00,696.785,850.537,850.537,False
07-03 01:00,613.438,850.5369999999999,850.5369999999999,False
07-03 02:00,786.201,850.537,850.537,False
07-03 03:00,655.478,850.5369999999999,850.5369999999999,False
07-03 04:00,517.917,850.537,850.537,False
07-03 05:00,829.478,850.537,850.537,False
07-03 06:00,544.461,850.537,850.537,False
07-03 07:00,344.734,850.537,850.537,False
07-03 08:00,194.909,850.537,850.537,False
07-03 09:00,308.251,850.537,850.537,False
07-03 10:00,457.239,850.537,850.537,False
07-03 11:00,419.678,850.537,850.537,False
07-03 12:00,284.336,850.5369999999999,850.5369999999999,False
07-03 13:00,295.07,850.537,850.537,False
07-03 14:00,163.11,850.537,850.537,False
07-03 15:00,239.078,850.537,850.537,False
07-03 16:00,240.3,850.537,850.537,False
07-03 17:00,239.134,850.537,850.537,False
07-03 18:00,31.5018,850.537,850.537,False
07-03 19:00,0.0,850.537,850.537,False
07-03 20:00,0.0,850.5370000000001,850.5370000000001,False
07-03 21:00,0.0,850.537,850.537,False
07-03 22:00,0.0,850.537,850.537,False
07-03 23:00,0.00145822,850.537,850.537,False
07-04 00:00,20.2393,850.537,850.537,False
07-04 01:00,22.2043,850.537,850.537,False
07-04 02:00,0.0,850.537,850.537,False
07-04 03:00,707.247,850.5369999999999,850.5369999999999,False
07-04 04:00,376.606,850.537,850.537,False
07-04 05:00,234.538,850.5369999999999,850.5369999999999,False
07-04 06:00,289.142,850.537,850.537,False
07-04 07:00,342.85,850.537,850.537,False
07-04 08:00,401.711,0.0,0.0,True
07-04 09:00,296.173,850.537,850.537,False
07-04 10:00,141.733,850.537,850.537,False
07-04 11:00,77.65610000000001,850.537,850.537,False
07-04 12:00,51.5136,850.537,850.537,False
07-04 13:00,49.128800000000005,850.537,850.537,False
07-04 14:00,0.210938,850.537,850.537,False
07-04 15:00,28.6323,850.537,850.537,False
07-04 16:00,32.766400000000004,850.537,850.537,False
07-04 17:00,77.956,850.537,850.537,False
07-04 18:00,562.094,850.537,850.537,False
07-04 19:00,800.783,850.5369999999999,850.5369999999999,False
07-04 20:00,830.692,850.537,850.537,False
07-04 21:00,830.692,850.5369999999999,850.5369999999999,False
07-04 22:00,830.692,850.537,850.537,False
07-04 23:00,830.692,850.537,850.537,False
07-05 00:00,830.692,850.537,850.537,False
07-05 01:00,830.692,850.537,850.537,False
07-05 02:00,830.692,850.5369999999999,850.5369999999999,False
07-05 03:00,830.692,850.5370000000001,850.5370000000001,False
07-05 04:00,830.692,850.5369999999999,850.5369999999999,False
07-05 05:00,830.692,850.537,850.537,False
07-05 06:00,830.692,850.537,850.537,False
07-05 07:00,830.692,0.0,0.0,True
07-05 08:00,830.692,850.537,850.537,False
07-05 09:00,830.692,850.537,850.537,False
07-05 10:00,830.692,850.537,850.537,False
07-05 11:00,830.692,850.537,850.537,False
07-05 12:00,830.692,850.537,850.537,False
07-05 13:00,830.692,850.537,850.537,False
07-05 14:00,830.692,850.537,850.537,False
07-05 15:00,830.692,850.5370000000001,850.5370000000001,False
07-05 16:00,830.692,850.537,850.537,False
07-05 17:00,830.692,850.537,850.537,False
07-05 18:00,830.692,850.537,850.537,False
07-05 19:00,830.692,850.537,850.537,False
07-05 20:00,830.692,850.537,850.537,False
07-05 21:00,830.692,850.5369999999999,850.5369999999999,False
07-05 22:00,830.692,850.537,850.537,False
07-05 23:00,830.692,850.5369999999999,850.5369999999999,False
07-06 00:00,830.692,850.537,850.537,False
07-06 01:00,830.692,850.537,850.537,False
07-06 02:00,830.692,850.537,850.537,False
07-06 03:00,830.692,850.537,850.537,False
07-06 04:00,712.328,850.537,850.537,False
07-06 05:00,830.692,850.5370000000001,850.5370000000001,False
07-06 06:00,647.152,850.537,850.537,False
07-06 07:00,830.692,850.5369999999999,850.5369999999999,False
07-06 08:00,530.505,850.537,850.537,False
07-06 09:00,651.026,850.537,850.537,False
07-06 10:00,671.736,850.537,850.537,False
07-06 11:00,690.743,850.537,850.537,False
07-06 12:00,830.692,850.537,850.537,False
07-06 13:00,830.692,850.537,850.537,False
07-06 14:00,830.692,850.5369999999999,850.5369999999999,False
07-06 15:00,830.692,850.537,850.537,False
07-06 16:00,830.692,850.5369999999999,850.5369999999999,False
07-06 17:00,830.692,0.0,0.0,False
07-06 18:00,830.692,850.537,850.537,False
07-06 19:00,830.692,850.5370000000001,850.5370000000001,False
07-06 20:00,830.692,850.537,850.537,False
07-06 21:00,501.318,799.596105213989,799.596105213989,False
07-06 22:00,450.78,850.537,850.537,False
07-06 23:00,830.692,850.537,850.537,False
07-07 00:00,357.59,850.537,850.537,False
07-07 01:00,442.637,850.537,850.537,False
07-07 02:00,496.57,739.6043154473718,739.6043154473718,False
07-07 03:00,677.088,0.0,0.0,False
07-07 04:00,802.735,748.3996047176556,748.3996047176556,False
07-07 05:00,830.692,756.3928702663239,756.3928702663239,False
07-07 06:00,830.692,850.537,850.537,False
07-07 07:00,654.978,850.537,850.537,False
07-07 08:00,508.829,850.537,850.537,False
07-07 09:00,406.132,850.537,850.537,False
07-07 10:00,365.241,850.537,850.537,False
07-07 11:00,444.753,850.537,850.537,False
07-07 12:00,309.317,850.537,850.537,False
07-07 13:00,632.609,850.537,850.537,False
07-07 14:00,305.871,850.537,850.537,False
07-07 15:00,424.759,850.537,850.537,False
07-07 16:00,367.201,850.5370000000001,850.5370000000001,False
07-07 17:00,543.197,850.537,850.537,False
07-07 18:00,459.844,850.537,850.537,False
07-07 19:00,62.133300000000006,850.5369999999999,850.5369999999999,False
07-07 20:00,45.290099999999995,850.537,850.537,False
07-07 21:00,225.432,850.537,850.537,False
07-07 22:00,360.515,850.537,850.537,False
07-07 23:00,460.186,850.537,850.537,False
07-08 00:00,535.569,850.5369999999999,850.5369999999999,False
07-08 01:00,772.316,850.5369999999999,850.5369999999999,False
07-08 02:00,439.761,850.537,850.537,False
07-08 03:00,571.283,850.5370000000001,850.5370000000001,False
07-08 04:00,705.742,850.537,850.537,False
07-08 05:00,581.966,850.5370000000001,850.5370000000001,False
07-08 06:00,394.749,850.5369999999999,850.5369999999999,False
07-08 07:00,273.909,850.537,850.537,False
07-08 08:00,309.512,850.537,850.537,False
07-08 09:00,331.221,850.537,850.537,False
07-08 10:00,344.553,850.537,850.537,False
07-08 11:00,512.099,850.537,850.537,False
07-08 12:00,829.716,850.537,850.537,False
07-08 13:00,830.692,850.537,850.537,False
07-08 14:00,491.782,850.537,850.537,False
07-08 15:00,829.759,830.059448824879,830.059448824879,False
07-08 16:00,429.989,825.814797855145,825.814797855145,False
07-08 17:00,423.445,821.8065385563707,821.8065385563707,False
07-08 18:00,169.158,814.1900972607837,814.1900972607837,False
07-08 19:00,107.604,805.9177351677035,805.9177351677035,False
07-08 20:00,281.262,798.2754872463507,798.2754872463507,False
07-08 21:00,638.425,783.7127423566981,783.7127423566981,False
07-08 22:00,830.375,776.1679375695461,776.1679375695461,False
07-08 23:00,830.692,775.2352494740533,775.2352494740533,False
07-09 00:00,830.692,784.8114525455285,784.8114525455285,False
07-09 01:00,830.692,794.4014197350241,794.4014197350241,False
07-09 02:00,830.692,798.1057844808664,798.1057844808664,False
07-09 03:00,830.692,780.4119774755632,780.4119774755632,False
07-09 04:00,830.692,850.537,850.537,False
07-09 05:00,830.278,850.5369999999999,850.5369999999999,False
07-09 06:00,830.692,850.537,850.537,False
07-09 07:00,623.602,850.5370000000001,850.5370000000001,False
07-09 08:00,384.185,850.537,850.537,False
07-09 09:00,665.069,850.537,850.537,False
07-09 10:00,737.287,850.537,850.537,False
07-09 11:00,598.478,850.537,850.537,False
07-09 12:00,830.692,850.537,850.537,False
07-09 13:00,830.692,850.537,850.537,False
07-09 14:00,827.748,850.537,850.537,False
07-09 15:00,830.692,850.537,850.537,False
07-09 16:00,830.692,850.537,850.537,False
07-09 17:00,793.968,850.537,850.537,False
07-09 18:00,257.599,850.537,850.537,False
07-09 19:00,462.047,808.5690539092204,808.5690539092204,False
07-09 20:00,367.664,850.537,850.537,False
07-09 21:00,431.912,850.537,850.537,False
07-09 22:00,154.418,850.537,850.537,False
07-09 23:00,170.628,753.9559582513951,753.9559582513951,False
07-10 00:00,174.265,750.961431138454,750.961431138454,False
07-10 01:00,153.03,744.5073891563881,744.5073891563881,False
07-10 02:00,207.771,850.537,850.537,False
07-10 03:00,360.688,850.537,850.537,False
07-10 04:00,431.187,850.537,850.537,False
07-10 05:00,390.332,850.537,850.537,False
07-10 06:00,341.565,850.537,850.537,False
07-10 07:00,707.809,850.5369999999999,850.5369999999999,False
07-10 08:00,545.352,850.537,850.537,False
07-10 09:00,563.015,850.5369999999999,850.5369999999999,False
07-10 10:00,391.618,850.537,850.537,False
07-10 11:00,399.351,850.537,850.537,False
07-10 12:00,671.245,850.537,850.537,False
