Date,Generation (MWh),Marginal Emissions Rate (lbs CO2/MWh) - Before,Marginal Emissions Rate (lbs CO2/MWh) - After,Curtailed
02-12 12:00,82.5809,850.537,850.537,False
02-12 13:00,57.3654,850.537,850.537,False
02-12 14:00,0.0,850.537,850.537,False
02-12 15:00,0.0,850.537,850.537,False
02-12 16:00,0.0,850.537,850.537,False
02-12 17:00,59.2904,850.537,850.537,False
02-12 18:00,175.099,850.537,850.537,False
02-12 19:00,233.193,850.537,850.537,False
02-12 20:00,310.73,850.537,850.537,False
02-12 21:00,297.48,850.537,850.537,False
02-12 22:00,718.123,850.5369999999999,850.5369999999999,False
02-12 23:00,595.714,850.5369999999999,850.5369999999999,False
02-13 00:00,642.318,850.537,850.537,False
02-13 01:00,683.509,725.4143718304075,725.4143718304075,False
02-13 02:00,830.692,711.599251879372,711.599251879372,False
02-13 03:00,830.692,850.537,850.537,False
02-13 04:00,830.692,850.537,850.537,False
02-13 05:00,830.692,734.4415139360258,734.4415139360258,False
02-13 06:00,830.692,850.5369999999999,850.5369999999999,False
02-13 07:00,830.692,850.537,850.537,False
02-13 08:00,830.692,850.537,850.537,False
02-13 09:00,830.692,850.5369999999999,850.5369999999999,False
02-13 10:00,830.692,850.5369999999999,850.5369999999999,False
02-13 11:00,635.828,850.537,850.537,False
02-13 12:00,566.14,850.537,850.537,False
02-13 13:00,229.371,850.5369999999999,850.5369999999999,False
02-13 14:00,336.663,850.5370000000001,850.5370000000001,False
02-13 15:00,294.828,850.537,850.537,False
02-13 16:00,57.2498,850.5369999999999,850.5369999999999,False
02-13 17:00,150.114,850.537,850.537,False
02-13 18:00,487.766,850.537,850.537,False
02-13 19:00,490.252,850.537,850.537,False
02-13 20:00,777.456,850.537,850.537,False
02-13 21:00,793.642,850.537,850.537,False
02-13 22:00,830.692,850.5369999999999,850.5369999999999,False
02-13 23:00,830.692,850.537,850.537,False
02-14 00:00,830.692,850.537,850.537,False
02-14 01:00,830.692,850.537,850.537,False
02-14 02:00,830.692,850.537,850.537,False
02-14 03:00,672.211,850.537,850.537,False
02-14 04:00,830.692,850.537,850.537,False
02-14 05:00,830.692,850.537,850.537,False
02-14 06:00,0.0,850.537,850.537,False
02-14 07:00,830.692,850.537,850.537,False
02-14 08:00,830.692,850.537,850.537,False
02-14 09:00,830.692,850.537,850.537,False
02-14 10:00,830.692,850.537,850.537,False
02-14 11:00,830.692,850.537,850.537,False
02-14 12:00,830.692,850.537,850.537,False
02-14 13:00,830.692,850.537,850.537,False
02-14 14:00,830.692,850.537,850.537,False
02-14 15:00,830.692,850.537,850.537,False
02-14 16:00,830.692,850.537,850.537,False
02-14 17:00,830.692,850.537,850.537,False
02-14 18:00,830.692,850.537,850.537,False
02-14 19:00,830.692,850.537,850.537,False
02-14 20:00,830.692,850.537,850.537,False
02-14 21:00,830.692,850.537,850.537,False
02-14 22:00,830.692,850.537,850.537,False
02-14 23:00,830.692,850.537,850.537,False
02-15 00:00,830.692,850.537,850.537,False
02-15 01:00,830.692,850.537,850.537,False
02-15 02:00,829.131,850.537,850.537,False
02-15 03:00,745.951,850.537,850.537,False
02-15 04:00,422.211,850.537,850.537,False
02-15 05:00,233.616,850.537,850.537,False
02-15 06:00,152.433,850.5369999999999,850.5369999999999,False
02-15 07:00,114.187,850.537,850.537,False
02-15 08:00,48.2271,850.537,850.537,False
02-15 09:00,0.0,850.5370000000001,850.5370000000001,False
02-15 10:00,0.0,850.537,850.537,False
02-15 11:00,0.0,850.537,850.537,False
02-15 12:00,0.0,850.537,850.537,False
02-15 13:00,20.551599999999997,850.537,850.537,False
02-15 14:00,26.837,850.537,850.537,False
02-15 15:00,31.6887,850.537,850.537,False
02-15 16:00,43.2692,850.537,850.537,False
02-15 17:00,93.0063,850.537,850.537,False
02-15 18:00,164.168,850.537,850.537,False
02-15 19:00,229.343,850.537,850.537,False
02-15 20:00,370.546,850.537,850.537,False
02-15 21:00,378.047,850.537,850.537,False
02-15 22:00,466.933,850.5369999999999,850.5369999999999,False
02-15 23:00,367.064,850.5370000000001,850.5370000000001,False
02-16 00:00,625.676,850.537,850.537,False
02-16 01:00,552.742,850.537,850.537,False
02-16 02:00,830.692,850.537,850.537,False
02-16 03:00,830.692,850.537,850.537,False
02-16 04:00,830.692,850.537,850.537,False
02-16 05:00,830.692,850.537,850.537,False
02-16 06:00,830.692,850.537,850.537,False
02-16 07:00,830.692,850.537,850.537,False
02-16 08:00,830.692,850.537,850.537,False
02-16 09:00,830.692,850.537,850.537,False
02-16 10:00,830.692,850.537,850.537,False
02-16 11:00,830.692,850.537,850.537,False
02-16 12:00,830.692,850.537,850.537,False
02-16 13:00,830.692,850.5369999999999,850.5369999999999,False
02-16 14:00,830.692,850.537,850.537,False
02-16 15:00,830.692,850.5369999999999,850.5369999999999,False
02-16 16:00,830.692,850.537,850.537,False
02-16 17:00,830.692,850.537,850.537,False
02-16 18:00,830.692,850.537,850.537,False
02-16 19:00,830.692,850.537,850.537,False
02-16 20:00,830.692,850.537,850.537,False
02-16 21:00,830.692,850.537,850.537,False
02-16 22:00,830.692,850.5370000000001,850.5370000000001,False
02-16 23:00,830.692,850.5370000000001,850.5370000000001,False
02-17 00:00,830.692,850.537,850.537,False
02-17 01:00,830.692,850.537,850.537,False
02-17 02:00,830.692,850.537,850.537,False
02-17 03:00,830.692,850.537,850.537,False
02-17 04:00,830.692,850.5369999999999,850.5369999999999,False
02-17 05:00,830.692,850.537,850.537,False
02-17 06:00,830.692,850.537,850.537,False
02-17 07:00,830.692,850.537,850.537,False
02-17 08:00,830.692,850.537,850.537,False
02-17 09:00,830.692,850.537,850.537,False
02-17 10:00,830.692,850.537,850.537,False
02-17 11:00,830.692,850.537,850.537,False
02-17 12:00,830.692,850.5370000000001,850.5370000000001,False
02-17 13:00,830.692,776.6003324321515,776.6003324321515,False
02-17 14:00,830.692,781.4113591365657,781.4113591365657,False
02-17 15:00,830.692,792.2217465734179,792.2217465734179,False
02-17 16:00,830.692,850.537,850.537,False
02-17 17:00,830.692,850.537,850.537,False
02-17 18:00,830.692,850.537,850.537,False
02-17 19:00,830.692,850.537,850.537,False
02-17 20:00,830.692,850.537,850.537,False
02-17 21:00,830.692,783.4407371744517,783.4407371744517,False
02-17 22:00,830.692,850.537,850.537,False
02-17 23:00,697.611,850.5370000000001,850.5370000000001,False
02-18 00:00,296.941,850.5370000000001,850.5370000000001,False
02-18 01:00,187.604,850.5369999999999,850.5369999999999,False
02-18 02:00,50.0366,850.5370000000001,850.5370000000001,False
02-18 03:00,80.0372,850.537,850.537,False
02-18 04:00,20.612599999999997,850.537,850.537,False
02-18 05:00,35.2547,850.537,850.537,False
02-18 06:00,0.0,850.537,850.537,False
02-18 07:00,0.0,850.537,850.537,False
02-18 08:00,55.883300000000006,850.537,850.537,False
02-18 09:00,0.0,850.537,850.537,False
02-18 10:00,105.224,850.537,850.537,False
02-18 11:00,209.686,850.537,850.537,False
02-18 12:00,333.676,850.537,850.537,False
02-18 13:00,393.975,850.537,850.537,False
02-18 14:00,524.691,850.537,850.537,False
02-18 15:00,722.418,0.0,0.0,False
02-18 16:00,733.158,850.537,850.537,False
02-18 17:00,830.692,850.537,850.537,False
02-18 18:00,830.692,850.537,850.537,False
02-18 19:00,830.692,0.0,0.0,False
02-18 20:00,830.692,850.537,850.537,False
02-18 21:00,825.367,850.537,850.537,False
02-18 22:00,827.33,850.537,850.537,False
02-18 23:00,486.751,850.537,850.537,False
02-19 00:00,239.335,850.537,850.537,False
02-19 01:00,228.638,850.537,850.537,False
02-19 02:00,195.885,850.537,850.537,False
02-19 03:00,125.406,850.537,850.537,False
02-19 04:00,95.78739999999999,850.5370000000001,850.5370000000001,False
02-19 05:00,83.9825,850.537,850.537,False
02-19 06:00,102.982,850.537,850.537,False
02-19 07:00,106.592,850.537,850.537,False
02-19 08:00,63.0417,850.537,850.537,False
02-19 09:00,64.5232,850.537,850.537,False
02-19 10:00,89.88489999999999,850.537,850.537,False
02-19 11:00,138.221,850.537,850.537,False
02-19 12:00,258.289,850.537,850.537,False
02-19 13:00,392.717,850.537,850.537,False
02-19 14:00,715.951,850.537,850.537,False
02-19 15:00,830.692,850.537,850.537,False
02-19 16:00,830.692,850.537,850.537,False
02-19 17:00,830.692,850.537,850.537,False
02-19 18:00,830.692,850.537,850.537,False
02-19 19:00,830.692,850.537,850.537,False
02-19 20:00,830.692,850.537,850.537,False
02-19 21:00,830.692,850.537,850.537,False
02-19 22:00,817.422,850.537,850.537,False
02-19 23:00,509.676,850.5370000000001,850.5370000000001,False
02-20 00:00,328.245,850.537,850.537,False
02-20 01:00,204.108,850.537,850.537,False
02-20 02:00,157.134,850.5370000000001,850.5370000000001,False
02-20 03:00,165.044,850.5369999999999,850.5369999999999,False
02-20 04:00,227.912,850.537,850.537,False
02-20 05:00,352.519,850.537,850.537,False
02-20 06:00,830.692,850.537,850.537,False
02-20 07:00,830.692,850.537,850.537,False
02-20 08:00,797.735,850.537,850.537,False
02-20 09:00,830.692,850.537,850.537,False
02-20 10:00,830.692,850.537,850.537,False
02-20 11:00,830.692,850.537,850.537,False
02-20 12:00,830.692,850.5369999999999,850.5369999999999,False
02-20 13:00,822.699,850.537,850.537,False
02-20 14:00,693.487,850.537,850.537,False
02-20 15:00,830.692,850.537,850.537,False
02-20 16:00,830.692,850.537,850.537,False
02-20 17:00,830.692,850.537,850.537,False
02-20 18:00,830.692,850.537,850.537,False
02-20 19:00,830.692,850.537,850.537,False
02-20 20:00,635.069,850.537,850.537,False
02-20 21:00,775.44,850.537,850.537,False
02-20 22:00,470.555,850.5369999999999,850.5369999999999,False
02-20 23:00,456.066,850.537,850.537,False
02-21 00:00,156.237,850.5370000000001,850.5370000000001,False
02-21 01:00,85.6182,850.537,850.537,False
02-21 02:00,168.426,850.537,850.537,False
02-21 03:00,46.9601,850.537,850.537,False
02-21 04:00,13.1315,850.537,850.537,False
02-21 05:00,0.0,850.5369999999999,850.5369999999999,False
02-21 06:00,0.0,850.537,850.537,False
02-21 07:00,0.0,850.537,850.537,False
02-21 08:00,26.4509,850.537,850.537,False
02-21 09:00,58.809,850.5370000000001,850.5370000000001,False
02-21 10:00,88.38210000000001,850.5369999999999,850.5369999999999,False
02-21 11:00,180.995,850.537,850.537,False
02-21 12:00,399.432,850.5369999999999,850.5369999999999,False
02-21 13:00,825.538,850.5370000000001,850.5370000000001,False
02-21 14:00,830.692,850.537,850.537,False
02-21 15:00,830.692,850.537,850.537,False
02-21 16:00,830.692,850.537,850.537,False
02-21 17:00,830.692,850.537,850.537,False
02-21 18:00,830.692,850.537,850.537,False
02-21 19:00,830.692,850.537,850.537,False
02-21 20:00,830.692,850.537,850.537,False
02-21 21:00,830.692,850.537,850.537,False
02-21 22:00,830.692,850.537,850.537,False
02-21 23:00,830.692,850.537,850.537,False
02-22 00:00,830.692,850.537,850.537,False
02-22 01:00,481.894,850.5369999999999,850.5369999999999,False
02-22 02:00,194.058,2277.021,2277.021,False
02-22 03:00,143.609,850.537,850.537,False
02-22 04:00,159.926,850.5369999999999,850.5369999999999,False
02-22 05:00,492.31,850.537,850.537,False
02-22 06:00,830.692,850.537,850.537,False
02-22 07:00,830.692,850.537,850.537,False
02-22 08:00,830.692,850.537,850.537,False
02-22 09:00,830.692,850.537,850.537,False
02-22 10:00,830.692,811.7542034786113,811.7542034786113,False
02-22 11:00,830.692,802.7769740393413,802.7769740393413,False
02-22 12:00,830.692,794.5331212469309,794.5331212469309,False
02-22 13:00,830.692,791.8406369240279,791.8406369240279,False
02-22 14:00,830.692,791.1044572156479,791.1044572156479,False
02-22 15:00,830.692,793.6380745026258,793.6380745026258,False
02-22 16:00,830.692,794.215634210461,794.215634210461,False
02-22 17:00,830.692,850.537,850.537,False
02-22 18:00,830.692,850.537,850.537,False
02-22 19:00,830.692,797.3273893430145,797.3273893430145,False
02-22 20:00,830.692,850.537,850.537,False
02-22 21:00,830.692,850.537,850.537,False
02-22 22:00,830.692,850.537,850.537,False
02-22 23:00,830.692,850.537,850.537,False
02-23 00:00,830.692,850.537,850.537,False
02-23 01:00,830.692,850.537,850.537,False
02-23 02:00,830.692,850.537,850.537,False
02-23 03:00,830.692,850.537,850.537,False
02-23 04:00,830.692,850.5370000000001,850.5370000000001,False
02-23 05:00,830.692,850.537,850.537,False
02-23 06:00,830.692,850.537,850.537,False
02-23 07:00,830.692,850.537,850.537,False
02-23 08:00,830.692,850.537,850.537,False
02-23 09:00,434.223,850.537,850.537,False
02-23 10:00,830.679,850.537,850.537,False
02-23 11:00,800.447,850.537,850.537,False
02-23 12:00,828.101,850.5370000000001,850.5370000000001,False
02-23 13:00,830.692,850.537,850.537,False
02-23 14:00,594.732,,,False
02-23 15:00,192.618,850.537,850.537,False
02-23 16:00,304.006,850.537,850.537,False
02-23 17:00,147.322,850.537,850.537,False
02-23 18:00,70.5098,0.0,0.0,False
02-23 19:00,0.0,0.0,0.0,False
02-23 20:00,191.108,850.537,850.537,False
02-23 21:00,286.922,850.537,850.537,False
02-23 22:00,306.819,850.537,850.537,False
02-23 23:00,271.895,850.5370000000001,850.5370000000001,False
02-24 00:00,206.917,850.537,850.537,False
02-24 01:00,261.776,850.537,850.537,False
02-24 02:00,465.973,850.537,850.537,False
02-24 03:00,377.188,850.537,850.537,False
02-24 04:00,509.712,850.537,850.537,False
02-24 05:00,829.633,792.2740604329765,792.2740604329765,False
02-24 06:00,553.229,850.537,850.537,False
02-24 07:00,256.067,850.5370000000001,850.5370000000001,False
02-24 08:00,408.825,850.537,850.537,False
02-24 09:00,632.913,850.5369999999999,850.5369999999999,False
02-24 10:00,700.828,850.537,850.537,False
02-24 11:00,615.462,0.0,0.0,False
02-24 12:00,830.692,850.537,850.537,False
02-24 13:00,771.472,850.537,850.537,False
02-24 14:00,537.058,850.5369999999999,850.5369999999999,False
02-24 15:00,419.963,0.0,0.0,False
02-24 16:00,185.252,850.5370000000001,850.5370000000001,False
02-24 17:00,830.692,850.537,850.537,False
02-24 18:00,830.692,0.0,0.0,False
02-24 19:00,506.953,793.4307188285476,793.4307188285476,False
02-24 20:00,742.499,793.8255821378535,793.8255821378535,False
02-24 21:00,828.973,850.537,850.537,False
02-24 22:00,597.425,850.537,850.537,False
02-24 23:00,830.692,787.2250164644043,787.2250164644043,False
02-25 00:00,830.692,785.5630561620258,785.5630561620258,False
02-25 01:00,830.692,637.0544510652746,637.0544510652746,False
02-25 02:00,830.692,613.510925424158,613.510925424158,False
02-25 03:00,830.692,776.7994185245508,776.7994185245508,False
02-25 04:00,830.692,620.1113932713964,620.1113932713964,False
02-25 05:00,830.692,637.8046928958036,637.8046928958036,False
02-25 06:00,830.692,697.4143240113613,697.4143240113613,False
02-25 07:00,830.692,699.9795066333106,699.9795066333106,False
02-25 08:00,830.692,686.5028704346196,686.5028704346196,False
02-25 09:00,828.564,671.7672087338145,671.7672087338145,False
02-25 10:00,830.692,850.537,850.537,True
02-25 11:00,830.692,667.3024678963018,667.3024678963018,True
02-25 12:00,830.692,0.0,0.0,True
02-25 13:00,684.789,0.0,0.0,True
02-25 14:00,689.468,0.0,0.0,True
02-25 15:00,586.016,646.9787458781419,646.9787458781419,False
02-25 16:00,830.692,809.849552956649,809.849552956649,False
02-25 17:00,519.066,0.0,0.0,False
02-25 18:00,190.466,699.9198027001196,699.9198027001196,False
02-25 19:00,181.671,850.5370000000001,850.5370000000001,False
02-25 20:00,223.748,862.9235218298911,862.9235218298911,False
02-25 21:00,218.857,850.537,850.537,False
02-25 22:00,297.023,850.537,850.537,False
02-25 23:00,432.674,850.537,850.537,False
02-26 00:00,360.8,850.537,850.537,False
02-26 01:00,220.709,850.537,850.537,False
02-26 02:00,120.05,850.537,850.537,False
02-26 03:00,39.4266,850.537,850.537,False
02-26 04:00,0.0,850.537,850.537,False
02-26 05:00,0.0,850.537,850.537,False
02-26 06:00,0.0,734.4128381626464,734.4128381626464,False
02-26 07:00,29.3625,850.5370000000001,850.5370000000001,False
02-26 08:00,0.0,850.537,850.537,False
02-26 09:00,0.0,850.537,850.537,False
02-26 10:00,20.0058,850.537,850.537,False
02-26 11:00,21.4196,0.0,0.0,False
02-26 12:00,27.634400000000003,850.537,850.537,False
02-26 13:00,35.3925,850.537,850.537,False
02-26 14:00,26.602700000000002,850.537,850.537,False
02-26 15:00,40.057,850.537,850.537,False
02-26 16:00,142.682,850.537,850.537,False
02-26 17:00,235.718,850.537,850.537,False
02-26 18:00,773.102,850.5370000000001,850.5370000000001,False
02-26 19:00,830.692,850.537,850.537,False
02-26 20:00,830.692,850.5369999999999,850.5369999999999,False
02-26 21:00,830.692,850.5370000000001,850.5370000000001,False
02-26 22:00,694.905,801.5503538602576,801.5503538602576,False
02-26 23:00,830.681,758.4935928200692,758.4935928200692,False
02-27 00:00,829.711,716.455888304341,716.455888304341,False
02-27 01:00,630.1,712.9332369649957,712.9332369649957,False
02-27 02:00,273.935,714.8415704447633,714.8415704447633,False
02-27 03:00,77.6755,713.951672934361,713.951672934361,False
02-27 04:00,45.1789,719.6632889811897,719.6632889811897,False
02-27 05:00,38.904199999999996,722.592709462823,722.592709462823,False
02-27 06:00,0.0,739.1001635397123,739.1001635397123,False
02-27 07:00,0.0,747.6209728364574,747.6209728364574,False
02-27 08:00,0.0,754.2043525247758,754.2043525247758,False
02-27 09:00,0.0,762.3612243894946,762.3612243894946,False
02-27 10:00,0.0,761.3342700428957,761.3342700428957,False
02-27 11:00,0.0,764.6082227913219,764.6082227913219,False
02-27 12:00,16.807599999999997,758.8007020900395,758.8007020900395,False
02-27 13:00,56.7819,749.9664586848909,749.9664586848909,False
02-27 14:00,35.5289,850.537,850.537,False
02-27 15:00,88.4286,850.537,850.537,False
02-27 16:00,126.971,850.537,850.537,False
02-27 17:00,23.389599999999998,753.5861104364761,753.5861104364761,False
02-27 18:00,0.0,763.3873338214286,763.3873338214286,False
02-27 19:00,0.0,850.537,850.537,False
02-27 20:00,0.0,850.537,850.537,False
02-27 21:00,23.703,850.5369999999999,850.5369999999999,False
02-27 22:00,8.59272,850.537,850.537,False
02-27 23:00,0.0,850.537,850.537,False
02-28 00:00,0.0,0.0,0.0,False
02-28 01:00,123.99,673.9539335771008,673.9539335771008,False
02-28 02:00,412.89,850.537,850.537,False
02-28 03:00,597.254,680.8101994920481,680.8101994920481,False
02-28 04:00,745.644,850.537,850.537,False
02-28 05:00,790.019,0.0,0.0,False
02-28 06:00,830.692,850.537,850.537,False
02-28 07:00,830.692,850.537,850.537,False
02-28 08:00,830.692,850.537,850.537,False
02-28 09:00,830.692,850.5370000000001,850.5370000000001,False
02-28 10:00,479.114,850.537,850.537,False
02-28 11:00,830.692,850.537,850.537,False
02-28 12:00,830.692,850.537,850.537,False
02-28 13:00,830.692,850.5370000000001,850.5370000000001,False
02-28 14:00,830.692,850.537,850.537,False
02-28 15:00,830.692,850.5369999999999,850.5369999999999,False
02-28 16:00,830.692,850.5369999999999,850.5369999999999,False
02-28 17:00,830.692,820.3899789371064,820.3899789371064,False
02-28 18:00,830.692,812.0538626144296,812.0538626144296,False
02-28 19:00,830.692,799.5445067098888,799.5445067098888,False
02-28 20:00,325.897,788.7343114638448,788.7343114638448,False
02-28 21:00,267.339,773.3733740981103,773.3733740981103,False
02-28 22:00,81.4215,740.1867305399808,740.1867305399808,False
02-28 23:00,0.0,722.9273260101356,722.9273260101356,False
03-01 00:00,0.0,719.8858948437999,719.8858948437999,False
03-01 01:00,0.0,850.537,850.537,False
03-01 02:00,0.0,850.537,850.537,False
03-01 03:00,25.6008,850.5370000000001,850.5370000000001,False
03-01 04:00,33.017,850.537,850.537,False
03-01 05:00,31.0715,731.494595992293,731.494595992293,False
03-01 06:00,13.2768,767.1299890957645,767.1299890957645,False
03-01 07:00,68.0859,850.5369999999999,850.5369999999999,False
03-01 08:00,71.1361,780.4670598634046,780.4670598634046,False
03-01 09:00,200.687,0.0,0.0,False
03-01 10:00,289.787,850.537,850.537,False
03-01 11:00,574.36,850.537,850.537,False
03-01 12:00,776.773,850.537,850.537,False
03-01 13:00,830.692,850.537,850.537,False
03-01 14:00,707.248,787.1552337370312,787.1552337370312,False
03-01 15:00,648.384,776.9881783141035,776.9881783141035,False
03-01 16:00,830.692,771.9541699764752,771.9541699764752,False
03-01 17:00,830.692,753.5943952797165,753.5943952797165,False
03-01 18:00,830.692,718.0640965454791,718.0640965454791,False
03-01 19:00,830.692,742.0508642701681,742.0508642701681,False
03-01 20:00,830.692,743.376276010382,743.376276010382,False
03-01 21:00,830.692,737.1573832162131,737.1573832162131,False
03-01 22:00,830.692,729.8951459560542,729.8951459560542,False
03-01 23:00,830.692,719.240862123325,719.240862123325,False
03-02 00:00,830.692,720.720515374751,720.720515374751,False
03-02 01:00,830.692,719.1871554465495,719.1871554465495,False
03-02 02:00,830.692,689.5832700143816,689.5832700143816,False
03-02 03:00,332.355,742.1533808637822,742.1533808637822,False
03-02 04:00,830.692,0.0,0.0,False
03-02 05:00,756.371,758.8745073501337,758.8745073501337,False
03-02 06:00,689.163,0.0,0.0,False
03-02 07:00,830.692,0.0,0.0,False
03-02 08:00,830.692,773.1395565734996,773.1395565734996,False
03-02 09:00,830.692,776.5297670573126,776.5297670573126,False
03-02 10:00,830.692,769.5727923251934,769.5727923251934,False
03-02 11:00,696.675,763.6520297908648,763.6520297908648,False
03-02 12:00,603.222,756.8850481346662,756.8850481346662,False
03-02 13:00,558.768,752.9708628696488,752.9708628696488,False
03-02 14:00,425.574,751.0499254827561,751.0499254827561,False
03-02 15:00,285.247,759.1289353672272,759.1289353672272,False
03-02 16:00,308.991,764.6918102332604,764.6918102332604,False
03-02 17:00,556.372,770.49958826498,770.49958826498,False
03-02 18:00,754.742,770.3047297811418,770.3047297811418,False
03-02 19:00,608.858,771.5944247913699,771.5944247913699,False
03-02 20:00,776.802,769.4718042171007,769.4718042171007,False
03-02 21:00,658.342,767.1582642629598,767.1582642629598,False
03-02 22:00,580.349,756.1176649472976,756.1176649472976,False
03-02 23:00,480.644,707.7575322119313,707.7575322119313,False
03-03 00:00,480.065,703.3821450445668,703.3821450445668,False
03-03 01:00,354.038,704.2016072622548,704.2016072622548,False
03-03 02:00,289.022,694.4408325813788,694.4408325813788,False
03-03 03:00,171.048,696.2236925853018,696.2236925853018,False
03-03 04:00,181.666,706.5212394707577,706.5212394707577,False
03-03 05:00,202.702,717.4183601442501,717.4183601442501,False
03-03 06:00,213.853,763.8233300185874,763.8233300185874,False
03-03 07:00,148.475,770.1185817172844,770.1185817172844,False
03-03 08:00,193.819,770.1661270303936,770.1661270303936,False
03-03 09:00,157.934,759.5908724239646,759.5908724239646,False
03-03 10:00,342.458,754.1002948861411,754.1002948861411,False
03-03 11:00,692.401,754.9448610411536,754.9448610411536,False
03-03 12:00,830.692,755.9091540502361,755.9091540502361,False
03-03 13:00,830.692,756.3617066764754,756.3617066764754,False
03-03 14:00,830.692,755.1509857956892,755.1509857956892,False
03-03 15:00,789.647,753.4558233299267,753.4558233299267,False
03-03 16:00,525.334,761.0864260150692,761.0864260150692,False
03-03 17:00,830.692,767.7704900298243,767.7704900298243,False
03-03 18:00,830.692,765.3451925968246,765.3451925968246,False
03-03 19:00,754.512,760.069172297605,760.069172297605,False
03-03 20:00,530.05,756.9610622343941,756.9610622343941,False
03-03 21:00,478.365,753.4730528419184,753.4730528419184,False
03-03 22:00,186.361,746.5131749562763,746.5131749562763,False
03-03 23:00,60.570800000000006,737.6731281664036,737.6731281664036,False
03-04 00:00,33.1208,732.1738857854256,732.1738857854256,False
03-04 01:00,107.008,719.4627858771969,719.4627858771969,False
03-04 02:00,146.308,714.394419504071,714.394419504071,False
03-04 03:00,247.736,717.7719191157634,717.7719191157634,False
03-04 04:00,215.132,718.4877561999912,718.4877561999912,False
03-04 05:00,533.224,732.2576852810267,732.2576852810267,False
03-04 06:00,830.692,745.1907235516841,745.1907235516841,False
03-04 07:00,830.674,746.9981057588009,746.9981057588009,False
03-04 08:00,761.346,741.5408363347547,741.5408363347547,False
03-04 09:00,613.309,738.6463033931564,738.6463033931564,False
03-04 10:00,382.446,694.4333791755631,694.4333791755631,False
03-04 11:00,261.155,698.3187107219208,698.3187107219208,False
03-04 12:00,304.621,689.0335096963298,689.0335096963298,False
03-04 13:00,183.446,682.11758735645,682.11758735645,False
03-04 14:00,170.861,705.5077184665903,705.5077184665903,False
03-04 15:00,138.748,682.092707017431,682.092707017431,False
03-04 16:00,184.362,676.0144828635576,676.0144828635576,False
03-04 17:00,179.488,719.8072876340759,719.8072876340759,False
03-04 18:00,115.389,752.9473105497436,752.9473105497436,False
03-04 19:00,178.067,726.0262713111806,726.0262713111806,False
03-04 20:00,283.497,750.575830704694,750.575830704694,False
03-04 21:00,269.004,720.2820019715299,720.2820019715299,False
03-04 22:00,567.586,710.9763535516137,710.9763535516137,False
03-04 23:00,612.508,723.7666481515341,723.7666481515341,False
03-05 00:00,478.676,713.3208522567464,713.3208522567464,False
03-05 01:00,228.262,712.8211849605823,712.8211849605823,False
03-05 02:00,100.421,676.7522062632961,676.7522062632961,False
03-05 03:00,77.8579,679.1895329140855,679.1895329140855,False
03-05 04:00,36.8836,715.8030748809458,715.8030748809458,False
03-05 05:00,22.6517,732.4830044494685,732.4830044494685,False
03-05 06:00,60.9351,720.1843972252124,720.1843972252124,False
03-05 07:00,119.915,749.5725998372385,749.5725998372385,False
03-05 08:00,87.2116,708.9804842821329,708.9804842821329,False
03-05 09:00,144.312,739.458167633443,739.458167633443,False
03-05 10:00,147.608,738.9248599721765,738.9248599721765,False
03-05 11:00,138.518,736.309141520554,736.309141520554,False
03-05 12:00,204.608,697.5422986210303,697.5422986210303,False
03-05 13:00,218.649,689.2609686047808,689.2609686047808,False
03-05 14:00,223.954,688.9733963124263,688.9733963124263,False
03-05 15:00,269.488,693.7955744940872,693.7955744940872,False
03-05 16:00,378.894,735.2023003107709,735.2023003107709,False
03-05 17:00,501.738,714.3655866779411,714.3655866779411,False
03-05 18:00,800.263,746.6759623143361,746.6759623143361,False
03-05 19:00,687.634,746.2838463936517,746.2838463936517,False
03-05 20:00,830.692,754.9646217157522,754.9646217157522,False
03-05 21:00,830.692,754.5406786433578,754.5406786433578,False
03-05 22:00,830.692,711.5010576399828,711.5010576399828,False
03-05 23:00,830.692,691.9628928163731,691.9628928163731,False
03-06 00:00,830.692,719.1756099928515,719.1756099928515,False
03-06 01:00,830.692,710.8279148665315,710.8279148665315,False
03-06 02:00,830.692,663.4833338168547,663.4833338168547,False
03-06 03:00,830.692,604.202509125718,604.202509125718,False
03-06 04:00,830.692,678.0583076329293,678.0583076329293,False
03-06 05:00,830.692,685.9645948396391,685.9645948396391,False
03-06 06:00,777.211,697.7792795817717,697.7792795817717,False
03-06 07:00,830.692,702.0208316291632,702.0208316291632,False
03-06 08:00,601.218,628.8915142857143,628.8915142857143,False
03-06 09:00,612.51,723.3084580417982,723.3084580417982,False
03-06 10:00,723.002,722.9173927368744,722.9173927368744,False
03-06 11:00,828.613,722.8836012649889,722.8836012649889,False
03-06 12:00,828.026,721.9707852378386,721.9707852378386,False
03-06 13:00,505.305,726.6101168866146,726.6101168866146,False
03-06 14:00,385.93,733.0678073599917,733.0678073599917,False
03-06 15:00,294.611,741.5117656867261,741.5117656867261,False
03-06 16:00,314.987,753.1416876208483,753.1416876208483,False
03-06 17:00,135.353,759.6106264706323,759.6106264706323,False
03-06 18:00,174.458,729.0243882909771,729.0243882909771,False
03-06 19:00,162.905,754.5293936427169,754.5293936427169,False
03-06 20:00,105.84,717.234121463338,717.234121463338,False
03-06 21:00,145.527,744.0283396799604,744.0283396799604,False
03-06 22:00,224.776,743.5666412539186,743.5666412539186,False
03-06 23:00,166.637,743.98403399512,743.98403399512,False
