Date,Generation (MWh),Marginal Emissions Rate (lbs CO2/MWh) - Before,Marginal Emissions Rate (lbs CO2/MWh) - After,Avoided Emissions (lbs CO2),Curtailed
07-09 18:00,257.599,850.537,850.537,219097.480663,False
07-09 19:00,462.047,808.5690539092204,808.5690539092204,373596.9056515936,False
07-09 20:00,367.664,850.537,850.537,312711.835568,False
07-09 21:00,431.912,850.537,850.537,367357.136744,False
07-09 22:00,154.418,850.537,850.537,131338.222466,False
07-09 23:00,170.628,753.9559582513951,753.9559582513951,128645.99724451904,False
07-10 00:00,174.265,750.961431138454,750.961431138454,130866.29379734269,False
07-10 01:00,153.03,744.5073891563881,744.5073891563881,113931.96576260206,False
07-10 02:00,207.771,850.537,850.537,176716.92302699998,False
07-10 03:00,360.688,850.537,850.537,306778.489456,False
07-10 04:00,431.187,850.537,850.537,366740.497419,False
07-10 05:00,390.332,850.537,850.537,331991.808284,False
07-10 06:00,341.565,850.537,850.537,290513.670405,False
07-10 07:00,707.809,850.5369999999999,850.5369999999999,602017.7434329999,False
07-10 08:00,545.352,850.537,850.537,463842.054024,False
07-10 09:00,563.015,850.5369999999999,850.5369999999999,478865.08905499993,False
07-10 10:00,391.618,850.537,850.537,333085.598866,False
07-10 11:00,399.351,850.537,850.537,339662.801487,False
07-10 12:00,671.245,850.537,850.537,570918.708565,False
07-10 13:00,439.623,850.537,850.537,373915.627551,False
07-10 14:00,702.995,850.537,850.537,597923.258315,False
07-10 15:00,521.115,850.537,850.537,443227.58875500003,False
07-10 16:00,318.351,850.537,850.537,270769.304487,False
07-10 17:00,376.513,850.537,850.537,320238.237481,False
07-10 18:00,461.357,850.537,850.537,392401.198709,False
07-10 19:00,457.119,850.537,850.537,388796.62290300004,False
07-10 20:00,294.601,850.537,850.537,250569.050737,False
07-10 21:00,446.364,850.537,850.537,379649.097468,False
07-10 22:00,197.37,850.537,850.537,167870.48769,False
07-10 23:00,174.436,850.537,850.537,148364.272132,False
07-11 00:00,27.2725,850.537,850.537,23196.2703325,False
07-11 01:00,0.0,850.537,850.537,0.0,False
07-11 02:00,0.0,850.5370000000001,850.5370000000001,0.0,False
07-11 03:00,0.0,850.537,850.537,0.0,False
07-11 04:00,48.442699999999995,850.537,850.537,41202.308729899996,False
07-11 05:00,74.4483,850.537,850.537,63321.033737100006,False
07-11 06:00,91.5737,850.5369999999999,850.5369999999999,77886.8200769,False
07-11 07:00,58.7957,850.537,850.537,50007.9182909,False
07-11 08:00,23.3335,850.537,850.537,19846.005089500002,False
07-11 09:00,46.2889,850.5369999999999,850.5369999999999,39370.4221393,False
07-11 10:00,98.36789999999999,850.537,850.537,83665.53856229999,False
07-11 11:00,104.526,850.537,850.537,88903.230462,False
07-11 12:00,49.7234,850.5369999999999,850.5369999999999,42291.5914658,False
07-11 13:00,92.8395,850.537,850.537,78963.4298115,False
07-11 14:00,89.7458,850.537,850.537,76332.1234946,False
07-11 15:00,0.7193039999999999,850.537,850.537,611.794666248,False
07-11 16:00,102.611,850.537,850.537,87274.452107,False
07-11 17:00,29.8997,850.537,850.537,25430.801138900002,False
07-11 18:00,99.4232,0.0,0.0,0.0,False
07-11 19:00,118.536,850.537,850.537,100819.253832,False
07-11 20:00,414.231,850.537,850.537,352318.792047,False
07-11 21:00,325.398,850.537,850.537,276763.03872600006,False
07-11 22:00,534.595,850.537,850.537,454692.82751500007,False
07-11 23:00,603.536,850.5370000000001,850.5370000000001,513329.698832,False
07-12 00:00,555.468,850.537,850.537,472446.086316,False
07-12 01:00,604.958,850.5369999999999,850.5369999999999,514539.1624459999,False
07-12 02:00,478.219,850.537,850.537,406742.95360300003,False
07-12 03:00,432.295,850.537,850.537,367682.892415,False
07-12 04:00,377.528,850.537,850.537,321101.532536,False
07-12 05:00,234.625,850.5369999999999,850.5369999999999,199557.24362499997,False
07-12 06:00,227.831,850.537,850.537,193778.695247,False
07-12 07:00,146.54,850.537,850.537,124637.69198,False
07-12 08:00,62.824,850.537,850.537,53434.136488000004,False
07-12 09:00,47.5541,850.537,850.537,40446.5215517,False
07-12 10:00,106.797,850.537,850.537,90834.799989,False
07-12 11:00,84.1672,850.537,850.537,71587.3177864,False
07-12 12:00,255.036,850.537,850.537,216917.554332,False
07-12 13:00,200.931,850.537,850.537,170899.249947,False
07-12 14:00,106.921,850.537,850.537,90940.266577,False
07-12 15:00,212.928,850.537,850.537,181103.14233600002,False
07-12 16:00,127.092,850.537,850.537,108096.44840400001,False
07-12 17:00,171.701,850.537,850.537,146038.053437,False
07-12 18:00,411.881,850.537,850.537,350320.030097,False
07-12 19:00,529.757,850.537,850.537,450577.929509,False
07-12 20:00,560.611,850.537,850.537,476820.398107,False
07-12 21:00,591.381,850.537,850.537,502991.421597,False
07-12 22:00,351.765,850.537,850.537,299189.147805,False
07-12 23:00,596.892,850.537,850.537,507678.73100400006,False
07-13 00:00,431.397,850.537,850.537,366919.110189,False
07-13 01:00,196.031,850.537,850.537,166731.61864700002,False
07-13 02:00,56.7377,850.537,850.537,48257.5131449,False
07-13 03:00,58.318599999999996,850.537,850.537,49602.1270882,False
07-13 04:00,282.278,850.537,850.537,240087.88328600003,False
07-13 05:00,358.808,850.537,850.537,305179.479896,False
07-13 06:00,81.954,850.5370000000001,850.5370000000001,69704.90929800001,False
07-13 07:00,90.4717,829.6991301689873,829.6991301689873,75064.29079490957,False
07-13 08:00,171.121,833.1866737401211,833.1866737401211,142575.7367970833,False
07-13 09:00,263.102,834.6629280786882,834.6629280786882,219601.485703359,False
07-13 10:00,400.033,833.5813250536842,833.5813250536842,333460.03820520046,False
07-13 11:00,454.244,831.2293807767807,831.2293807767807,377580.958841568,False
07-13 12:00,636.122,830.1950988635534,830.1950988635534,528105.3666792813,False
07-13 13:00,830.692,828.979288052667,828.979288052667,688626.462751046,False
07-13 14:00,830.692,827.5835504397949,827.5835504397949,687467.034681934,False
07-13 15:00,830.692,826.8475527734233,826.8475527734233,686855.6473084606,False
07-13 16:00,830.692,825.204351705543,825.204351705543,685490.6533269809,False
07-13 17:00,304.956,823.6782054636284,823.6782054636284,251185.61082536628,False
07-13 18:00,547.963,821.9057767866624,821.9057767866624,450373.9551653499,False
07-13 19:00,830.692,820.4188342776205,820.4188342776205,681515.3622837451,False
07-13 20:00,331.136,817.8724967904757,817.8724967904757,270827.027097211,False
07-13 21:00,830.692,814.0022504130282,814.0022504130282,676185.1574000992,False
07-13 22:00,829.35,799.4637991082665,799.4637991082665,663035.3017904408,False
07-13 23:00,830.692,783.3031297636417,783.3031297636417,650683.643469619,False
07-14 00:00,830.692,768.6719817884328,768.6719817884328,638529.6658957968,False
07-14 01:00,830.692,769.8897491860398,769.8897491860398,639541.2555308498,False
07-14 02:00,830.692,780.3197845765346,780.3197845765346,648205.4024894508,False
07-14 03:00,830.692,790.296783304391,790.296783304391,656493.2155166912,False
07-14 04:00,830.692,781.451648137503,781.451648137503,649145.6324946386,False
07-14 05:00,830.043,782.6739941890785,782.6739941890785,649653.0701586853,False
07-14 06:00,830.692,792.9903531121076,792.9903531121076,658730.742407403,False
07-14 07:00,461.01,805.6598018243606,805.6598018243606,371417.2252390485,False
07-14 08:00,395.43,850.537,850.537,336327.84591000003,False
07-14 09:00,388.261,850.537,850.537,330230.34615700005,False
07-14 10:00,426.925,850.537,850.537,363115.508725,False
07-14 11:00,828.444,850.537,850.537,704622.274428,False
07-14 12:00,830.692,850.537,850.537,706534.281604,False
07-14 13:00,830.692,850.537,850.537,706534.281604,False
07-14 14:00,830.692,850.537,850.537,706534.281604,False
07-14 15:00,830.692,850.537,850.537,706534.281604,False
07-14 16:00,442.394,825.6002878444539,825.6002878444539,365240.6137406593,False
07-14 17:00,830.692,850.537,850.537,706534.281604,False
07-14 18:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
07-14 19:00,830.692,850.5369999999999,850.5369999999999,706534.2816039999,False
07-14 20:00,830.692,850.537,850.537,706534.281604,False
07-14 21:00,536.462,850.537,850.537,456280.780094,False
07-14 22:00,490.3,850.537,850.537,417018.29110000003,False
07-14 23:00,458.67,850.537,850.537,390115.80579,False
07-15 00:00,682.364,850.537,850.537,580375.8294680001,False
07-15 01:00,448.412,850.537,850.537,381390.99724399997,False
07-15 02:00,347.444,850.537,850.537,295513.977428,False
07-15 03:00,373.986,850.537,850.537,318088.930482,False
07-15 04:00,278.673,850.537,850.537,237021.697401,False
07-15 05:00,156.258,850.5370000000001,850.5370000000001,132903.21054600005,False
07-15 06:00,67.498,850.537,850.537,57409.54642600001,False
07-15 07:00,0.0,850.537,850.537,0.0,False
07-15 08:00,0.0,850.537,850.537,0.0,False
07-15 09:00,0.0,850.537,850.537,0.0,False
07-15 10:00,5.77832,850.537,850.537,4914.67495784,False
07-15 11:00,0.0,850.537,850.537,0.0,False
07-15 12:00,0.0,850.537,850.537,0.0,False
07-15 13:00,5.2465,850.537,850.537,4462.3423705000005,False
07-15 14:00,29.8882,850.537,850.537,25421.019963400002,False
07-15 15:00,49.8474,850.537,850.537,42397.0580538,False
07-15 16:00,143.149,850.5369999999999,850.5369999999999,121753.52101299999,False
07-15 17:00,194.966,850.537,850.537,165825.796742,False
07-15 18:00,46.3917,850.5369999999999,850.5369999999999,39457.857342899995,False
07-15 19:00,218.35,850.537,850.537,185714.75395,False
07-15 20:00,20.577099999999998,850.537,850.537,17501.5849027,False
07-15 21:00,0.0,850.537,850.537,0.0,False
07-15 22:00,255.082,850.537,850.537,216956.679034,False
07-15 23:00,108.874,850.537,850.537,92601.365338,False
07-16 00:00,277.293,850.537,850.537,235847.956341,False
07-16 01:00,236.919,850.537,850.537,201508.37550300002,False
07-16 02:00,283.883,850.5370000000001,850.5370000000001,241452.99517100002,False
07-16 03:00,322.345,850.537,850.537,274166.349265,False
07-16 04:00,212.297,850.5369999999999,850.5369999999999,180566.45348899998,False
07-16 05:00,265.393,850.5369999999999,850.5369999999999,225726.56604099995,False
07-16 06:00,215.538,850.537,850.537,183323.043906,False
07-16 07:00,100.666,850.537,850.537,85620.157642,False
07-16 08:00,38.959900000000005,850.537,850.537,33136.8364663,False
07-16 09:00,87.89689999999999,850.537,850.537,74759.5656353,False
07-16 10:00,229.406,850.5369999999999,850.5369999999999,195118.291022,False
07-16 11:00,121.601,850.537,850.537,103426.149737,False
07-16 12:00,460.318,850.5370000000001,850.5370000000001,391517.49076600006,False
07-16 13:00,500.934,850.537,850.537,426062.901558,False
07-16 14:00,728.277,850.537,850.537,619426.5347490001,False
07-16 15:00,830.692,850.537,850.537,706534.281604,False
07-16 16:00,249.317,850.537,850.537,212053.333229,False
07-16 17:00,447.512,850.537,850.537,380625.513944,False
07-16 18:00,547.42,850.537,850.537,465600.96453999996,False
07-16 19:00,389.73,850.537,850.537,331479.78501000005,False
07-16 20:00,291.169,850.537,850.537,247650.00775299998,False
07-16 21:00,86.3113,850.537,850.537,73410.95416810001,False
07-16 22:00,536.484,850.537,850.537,456299.491908,False
07-16 23:00,477.648,850.537,850.537,406257.296976,False
07-17 00:00,203.954,850.537,850.537,173470.423298,False
07-17 01:00,555.938,850.537,850.537,472845.838706,False
07-17 02:00,565.699,850.537,850.537,481147.93036299996,False
07-17 03:00,329.667,850.537,850.537,280393.981179,False
07-17 04:00,440.292,0.0,0,71944.90505561777,False
07-17 05:00,480.928,850.537,850.537,409047.058336,False
07-17 06:00,381.655,850.5370000000001,850.5370000000001,324611.69873500004,False
07-17 07:00,241.634,850.537,850.537,205518.657458,False
07-17 08:00,167.415,850.537,850.537,142392.651855,False
07-17 09:00,155.923,850.537,850.537,132618.280651,False
07-17 10:00,177.424,850.537,850.537,150905.676688,False
07-17 11:00,267.111,850.537,850.537,227187.788607,False
07-17 12:00,409.404,850.537,850.537,348213.249948,False
07-17 13:00,202.821,850.537,850.537,172506.764877,False
07-17 14:00,216.253,0.0,0.0,0.0,False
07-17 15:00,548.828,850.537,850.537,466798.520636,False
07-17 16:00,221.787,850.537,850.537,188638.04961900003,False
07-17 17:00,379.429,850.537,850.537,322718.403373,False
07-17 18:00,710.033,850.5369999999999,850.5369999999999,603909.337721,False
07-17 19:00,350.088,850.5370000000001,850.5370000000001,297762.79725600005,False
07-17 20:00,765.34,850.537,850.537,650949.9875800001,False
07-17 21:00,824.6,850.537,850.537,701352.8102000001,False
07-17 22:00,698.098,850.537,850.537,593758.178626,False
07-17 23:00,827.887,850.537,850.537,704148.525319,False
07-18 00:00,609.825,850.537,850.537,518678.72602500004,False
07-18 01:00,649.69,850.537,850.537,552585.3835300001,False
07-18 02:00,718.969,850.537,850.537,611509.736353,False
07-18 03:00,818.16,850.537,850.537,695875.35192,False
07-18 04:00,828.078,850.537,850.537,704310.977886,False
07-18 05:00,823.793,850.537,850.537,700666.426841,False
07-18 06:00,795.31,850.5370000000001,850.5370000000001,676440.5814700001,False
07-18 07:00,564.786,850.537,850.537,480371.390082,False
07-18 08:00,444.401,0.0,0.0,0.0,False
07-18 09:00,471.75,850.537,850.537,401240.82975000003,False
07-18 10:00,330.975,850.537,850.537,281506.483575,False
07-18 11:00,312.779,850.537,850.537,266030.112323,False
07-18 12:00,370.227,850.537,850.537,314891.761899,False
07-18 13:00,506.442,850.537,850.537,430747.659354,False
07-18 14:00,393.406,850.537,850.537,334606.359022,False
07-18 15:00,345.717,850.537,850.537,294045.100029,False
07-18 16:00,346.19,850.537,850.537,294447.40403000003,False
07-18 17:00,180.493,0.0,0.0,0.0,False
07-18 18:00,143.145,850.5369999999999,850.5369999999999,121750.118865,False
07-18 19:00,632.45,850.537,850.537,537922.1256500001,False
07-18 20:00,780.876,850.537,850.537,664163.930412,False
07-18 21:00,570.474,850.537,850.537,485209.2445380001,False
07-18 22:00,614.915,850.537,850.537,523007.959355,False
07-18 23:00,294.956,850.5370000000001,850.5370000000001,250870.99137200005,False
07-19 00:00,194.028,850.537,850.537,165027.993036,False
07-19 01:00,154.328,850.5369999999999,850.5369999999999,131261.674136,False
07-19 02:00,100.031,850.537,850.537,85080.06664700001,False
07-19 03:00,111.287,850.537,850.537,94653.71111900001,False
07-19 04:00,252.036,850.537,850.537,214365.94333200002,False
07-19 05:00,177.025,850.537,850.537,150566.312425,False
07-19 06:00,82.4803,850.537,850.537,70152.5469211,False
07-19 07:00,38.0462,850.537,850.537,32359.7008094,False
07-19 08:00,0.0,850.537,850.537,0.0,False
07-19 09:00,0.0,850.537,850.537,0.0,False
07-19 10:00,0.0,850.537,850.537,0.0,False
07-19 11:00,0.0,850.537,850.537,0.0,False
07-19 12:00,0.0,850.537,850.537,0.0,False
07-19 13:00,0.0,850.537,850.537,0.0,False
07-19 14:00,0.0,850.537,850.537,0.0,False
07-19 15:00,0.0,850.537,850.537,0.0,False
07-19 16:00,0.0,850.537,850.537,0.0,False
07-19 17:00,37.583800000000004,850.537,850.537,31966.412500600003,False
07-19 18:00,95.0651,850.537,850.537,80856.3849587,False
07-19 19:00,222.787,850.537,850.537,189488.586619,False
07-19 20:00,324.993,850.537,850.537,276418.571241,False
07-19 21:00,365.429,850.537,850.537,310810.885373,False
07-19 22:00,193.693,850.537,850.537,164743.06314100002,False
07-19 23:00,131.03,850.537,850.537,111445.86311,False
07-20 00:00,99.775,850.537,850.537,84862.329175,False
07-20 01:00,77.7437,850.537,850.537,66123.89336690001,False
07-20 02:00,82.0141,850.537,850.537,69756.0265717,False
07-20 03:00,60.3598,850.537,850.537,51338.2432126,False
07-20 04:00,26.762,850.537,850.537,22762.071194,False
07-20 05:00,15.4747,850.537,850.537,13161.804913900001,False
07-20 06:00,43.7338,850.5369999999999,850.5369999999999,37197.215050599996,False
07-20 07:00,25.086599999999997,850.537,850.537,21337.0815042,False
07-20 08:00,4.05684,850.537,850.537,3450.4925230800004,False
07-20 09:00,14.9171,850.537,850.537,12687.5454827,False
07-20 10:00,38.2506,850.537,850.537,32533.5505722,False
07-20 11:00,93.4118,850.537,850.537,79450.1921366,False
07-20 12:00,146.674,850.537,850.537,124751.66393800001,False
07-20 13:00,180.089,850.537,850.537,153172.357793,False
07-20 14:00,135.8,850.5369999999999,850.5369999999999,115502.9246,False
07-20 15:00,221.709,850.537,850.537,188571.70773300002,False
07-20 16:00,158.236,850.537,850.537,134585.572732,False
07-20 17:00,116.789,850.537,850.537,99333.365693,False
07-20 18:00,232.81,850.537,850.537,198013.51897,False
07-20 19:00,301.91,753.3487230427429,753.3487230427429,227443.51297383453,False
07-20 20:00,153.499,0.0,0.0,0.0,False
07-20 21:00,179.572,850.537,850.537,152732.630164,False
07-20 22:00,540.091,850.537,850.537,459367.37886700005,False
07-20 23:00,384.858,850.537,850.537,327335.968746,False
07-21 00:00,294.042,850.5370000000001,850.5370000000001,250093.60055400003,False
07-21 01:00,198.12,850.537,850.537,168508.39044000002,False
07-21 02:00,133.008,850.537,850.537,113128.22529600002,False
07-21 03:00,77.5688,850.537,850.537,65975.1344456,False
07-21 04:00,80.0383,850.537,850.537,68075.53556710001,False
07-21 05:00,72.7284,850.537,850.537,61858.1951508,False
07-21 06:00,59.1406,850.537,850.537,50301.2685022,False
07-21 07:00,0.0,850.537,850.537,0.0,False
07-21 08:00,0.0,850.537,850.537,0.0,False
07-21 09:00,0.0,850.537,850.537,0.0,False
07-21 10:00,27.259900000000002,850.537,850.537,23185.5535663,False
07-21 11:00,42.797,850.537,850.537,36400.431989,False
07-21 12:00,46.3687,,,0.0,False
07-21 13:00,63.2031,,,0.0,False
07-21 14:00,0.0,,,0.0,False
07-21 15:00,45.363800000000005,,,0.0,False
07-21 16:00,36.0944,0.0,0.0,0.0,False
07-21 17:00,36.4975,850.5369999999999,850.5369999999999,31042.4741575,False
07-21 18:00,107.865,850.5369999999999,850.5369999999999,91743.17350499998,False
07-21 19:00,254.767,850.537,850.537,216688.75987900002,False
07-21 20:00,488.206,850.537,850.537,415237.266622,False
07-21 21:00,614.283,850.537,850.537,522470.41997100005,False
07-21 22:00,667.21,850.537,850.537,567486.79177,False
07-21 23:00,553.024,850.5369999999999,850.5369999999999,470367.373888,False
07-22 00:00,407.739,850.537,850.537,346797.105843,False
07-22 01:00,397.711,850.537,850.537,338267.920807,False
07-22 02:00,338.324,850.537,850.537,287757.07998800004,False
07-22 03:00,438.929,765.6296394365187,765.6296394365187,336057.0520082317,False
07-22 04:00,514.204,764.7925869133198,764.7925869133198,393259.4073611767,False
07-22 05:00,573.235,764.3363102697095,764.3363102697095,438144.32481745695,False
07-22 06:00,394.648,778.1454415845242,778.1454415845242,307093.5422304493,False
07-22 07:00,272.544,792.6013726299662,792.6013726299662,216018.7485020615,False
07-22 08:00,150.77,808.7846323019725,808.7846323019725,121940.4590121684,False
07-22 09:00,167.36,850.537,850.537,142345.87232000002,False
07-22 10:00,197.117,850.537,850.537,167655.301829,False
07-22 11:00,209.31,850.537,850.537,178025.89947,False
07-22 12:00,314.425,850.537,850.537,267430.09622500004,False
07-22 13:00,276.425,850.537,850.537,235109.69022500003,False
07-22 14:00,198.489,850.537,850.537,168822.23859300002,False
07-22 15:00,297.385,,,0.0,False
07-22 16:00,599.214,0.0,0.0,0.0,False
07-22 17:00,677.724,850.537,850.537,576429.3377880001,False
07-22 18:00,394.057,850.537,850.537,335160.058609,False
07-22 19:00,830.692,850.537,850.537,706534.281604,False
07-22 20:00,718.323,850.537,850.537,610960.289451,False
07-22 21:00,563.936,850.537,850.537,479648.43363200006,False
07-22 22:00,671.434,850.537,850.537,571079.4600579999,False
07-22 23:00,754.502,850.5370000000001,850.5370000000001,641731.867574,False
07-23 00:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
07-23 01:00,775.278,850.537,850.537,659402.624286,False
07-23 02:00,830.692,850.537,850.537,706534.281604,False
07-23 03:00,776.905,850.537,850.537,660786.447985,False
07-23 04:00,776.905,850.537,850.537,660786.447985,False
07-23 05:00,830.692,850.537,850.537,706534.281604,False
07-23 06:00,830.692,0.0,0,81802.95115190682,False
07-23 07:00,830.692,850.5369999999999,850.5369999999999,706534.2816039999,False
07-23 08:00,553.26,850.5370000000001,850.5370000000001,470568.1006200001,False
07-23 09:00,528.61,850.5370000000001,850.5370000000001,449602.3635700001,False
07-23 10:00,712.789,850.537,850.537,606253.417693,False
07-23 11:00,780.905,850.537,850.537,664188.595985,False
07-23 12:00,581.913,850.537,850.537,494938.53728100006,False
07-23 13:00,830.692,850.537,850.537,706534.281604,False
07-23 14:00,830.692,850.537,850.537,706534.281604,False
07-23 15:00,499.608,850.537,850.537,424935.08949600003,False
07-23 16:00,577.311,850.537,850.537,491024.36600700003,False
07-23 17:00,830.692,850.537,850.537,706534.281604,False
07-23 18:00,830.692,850.537,850.537,706534.281604,False
07-23 19:00,830.692,850.537,850.537,706534.281604,False
07-23 20:00,830.692,850.537,850.537,706534.281604,False
07-23 21:00,830.692,850.537,850.537,706534.281604,False
07-23 22:00,763.684,850.537,850.537,649541.498308,False
07-23 23:00,709.721,850.537,850.537,603643.970177,False
07-24 00:00,722.727,850.537,850.537,614706.054399,False
07-24 01:00,709.657,850.537,850.537,603589.535809,False
07-24 02:00,827.603,850.537,850.537,703906.972811,False
07-24 03:00,830.692,850.537,850.537,706534.281604,False
07-24 04:00,829.283,850.537,850.537,705335.874971,False
07-24 05:00,667.652,850.537,850.537,567862.7291240001,False
07-24 06:00,579.693,850.537,850.537,493050.345141,False
07-24 07:00,367.354,850.537,850.537,312448.169098,False
07-24 08:00,206.529,850.537,850.537,175660.556073,False
07-24 09:00,118.729,850.537,850.537,100983.407473,False
07-24 10:00,105.128,850.5370000000001,850.5370000000001,89415.25373600001,False
07-24 11:00,89.2433,850.537,850.537,75904.7286521,False
07-24 12:00,156.457,850.537,850.537,133072.467409,False
07-24 13:00,133.908,850.537,850.537,113893.708596,False
07-24 14:00,57.8227,850.537,850.537,49180.3457899,False
07-24 15:00,103.602,850.537,850.537,88117.33427400001,False
07-24 16:00,46.0003,850.537,850.537,39124.95716110001,False
07-24 17:00,43.1752,0.0,0.0,0.0,False
07-24 18:00,38.403800000000004,850.537,850.537,32663.852840600004,False
07-24 19:00,32.4532,850.537,850.537,27602.647368400005,False
07-24 20:00,0.0,850.537,850.537,0.0,False
07-24 21:00,0.0,850.537,850.537,0.0,False
07-24 22:00,0.0,850.537,850.537,0.0,False
07-24 23:00,92.9939,850.537,850.537,79094.7527243,False
07-25 00:00,287.804,850.5369999999999,850.5369999999999,244787.95074799994,False
07-25 01:00,175.433,850.537,850.537,149212.257521,False
07-25 02:00,198.784,850.537,850.537,169073.147008,False
07-25 03:00,384.375,850.537,850.537,326925.159375,False
07-25 04:00,545.133,850.537,850.537,463655.786421,False
07-25 05:00,325.429,850.537,850.537,276789.405373,False
07-25 06:00,289.109,850.537,850.537,245897.901533,False
07-25 07:00,75.5853,850.537,850.537,64288.09430610001,False
07-25 08:00,28.4664,850.537,850.537,24211.726456800003,False
07-25 09:00,39.5968,850.5370000000001,850.5370000000001,33678.543481600005,False
07-25 10:00,22.361099999999997,850.5370000000001,850.5370000000001,19018.9429107,False
07-25 11:00,168.084,850.537,850.537,142961.661108,False
07-25 12:00,185.504,850.537,850.537,157778.015648,False
07-25 13:00,281.687,850.537,850.537,239585.215919,False
07-25 14:00,311.264,850.537,850.537,264741.54876800004,False
07-25 15:00,142.449,850.537,850.537,121158.14511300002,False
07-25 16:00,190.693,850.537,850.537,162191.45214100002,False
07-25 17:00,108.146,850.537,850.537,91982.174402,False
07-25 18:00,305.167,850.537,850.537,259555.82467899998,False
07-25 19:00,830.692,850.537,850.537,706534.281604,False
07-25 20:00,690.156,850.537,850.537,587003.2137719999,False
07-25 21:00,613.899,850.537,850.537,522143.813763,False
07-25 22:00,830.692,850.537,850.537,706534.281604,False
07-25 23:00,830.692,850.537,850.537,706534.281604,False
07-26 00:00,830.692,850.537,850.537,706534.281604,False
07-26 01:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
07-26 02:00,830.692,850.537,850.537,706534.281604,False
07-26 03:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
07-26 04:00,746.432,850.537,850.537,634868.0339840001,False
07-26 05:00,830.692,850.537,850.537,706534.281604,False
07-26 06:00,830.692,850.537,850.537,706534.281604,False
07-26 07:00,830.692,850.537,850.537,706534.281604,False
07-26 08:00,486.567,850.537,850.537,413843.236479,False
07-26 09:00,278.646,850.537,850.537,236998.73290200002,False
07-26 10:00,313.679,850.537,850.537,266795.595623,False
07-26 11:00,337.262,850.537,850.537,286853.809694,False
07-26 12:00,468.648,850.537,850.537,398602.463976,False
07-26 13:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
07-26 14:00,756.282,850.5370000000001,850.5370000000001,643245.8234340001,False
07-26 15:00,451.548,850.537,850.537,384058.281276,False
07-26 16:00,830.483,850.537,850.537,706356.519371,False
07-26 17:00,426.822,850.537,850.537,363027.903414,False
07-26 18:00,627.946,850.537,850.537,534091.307002,False
07-26 19:00,770.039,850.537,850.537,654946.660943,False
07-26 20:00,512.267,850.537,850.537,435702.03737900004,False
07-26 21:00,319.712,850.537,850.537,271926.885344,False
07-26 22:00,350.677,850.537,850.537,298263.763549,False
07-26 23:00,504.141,850.537,850.537,428790.573717,False
07-27 00:00,563.683,850.5370000000001,850.5370000000001,479433.2477710001,False
07-27 01:00,475.135,850.537,850.537,404119.897495,False
07-27 02:00,553.548,850.537,850.537,470813.055276,False
07-27 03:00,533.574,850.537,850.537,453824.42923799995,False
07-27 04:00,414.928,850.537,850.537,352911.61633600004,False
07-27 05:00,476.964,850.537,850.537,405675.529668,False
07-27 06:00,237.275,850.5369999999999,850.5369999999999,201811.166675,False
07-27 07:00,163.594,850.537,850.537,139142.749978,False
07-27 08:00,65.2803,850.537,850.537,55523.3105211,False
07-27 09:00,132.692,850.537,850.537,112859.45560400002,False
07-27 10:00,329.321,850.537,850.537,280099.695377,False
07-27 11:00,540.381,850.537,850.537,459614.034597,False
07-27 12:00,704.214,850.537,850.537,598960.062918,False
07-27 13:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
07-27 14:00,830.692,850.537,850.537,706534.281604,False
07-27 15:00,572.836,850.537,850.537,487218.21293200005,False
07-27 16:00,830.692,850.537,850.537,706534.281604,False
07-27 17:00,830.692,850.537,850.537,706534.281604,False
07-27 18:00,171.88,850.537,850.537,146190.29956,False
07-27 19:00,494.871,850.537,850.537,420906.095727,False
07-27 20:00,830.692,850.537,850.537,706534.281604,False
07-27 21:00,830.692,850.537,850.537,706534.281604,False
07-27 22:00,830.692,850.537,850.537,706534.281604,False
07-27 23:00,830.692,850.537,850.537,706534.281604,False
07-28 00:00,830.692,850.537,850.537,706534.281604,False
07-28 01:00,830.692,850.537,850.537,706534.281604,False
07-28 02:00,763.328,850.537,850.537,649238.707136,False
07-28 03:00,375.103,850.5370000000001,850.5370000000001,319038.9803110001,False
07-28 04:00,326.362,850.537,850.537,277582.95639400004,False
07-28 05:00,169.214,850.5370000000001,850.5370000000001,143922.76791800003,False
07-28 06:00,133.4,850.537,850.537,113461.6358,False
07-28 07:00,70.45339999999999,850.537,850.537,59923.22347579999,False
07-28 08:00,18.1522,0.0,0.0,0.0,False
07-28 09:00,0.0,850.537,850.537,0.0,False
07-28 10:00,0.0,850.537,850.537,0.0,False
07-28 11:00,0.0,850.537,850.537,0.0,False
07-28 12:00,28.687099999999997,850.537,850.537,24399.439972699998,False
07-28 13:00,43.467400000000005,850.537,850.537,36970.63199380001,False
07-28 14:00,114.09,850.537,850.537,97037.76633000001,False
07-28 15:00,273.259,850.537,850.537,232416.89008300003,False
07-28 16:00,379.689,850.537,850.537,322939.542993,False
07-28 17:00,747.06,850.537,850.537,635402.17122,False
07-28 18:00,830.692,850.537,850.537,706534.281604,False
07-28 19:00,830.692,850.537,850.537,706534.281604,False
07-28 20:00,386.454,850.537,850.537,328693.425798,False
