Date,Generation (MWh),Marginal Emissions Rate (lbs CO2/MWh) - Before,Marginal Emissions Rate (lbs CO2/MWh) - After,Avoided Emissions (lbs CO2),Curtailed
02-24 10:00,700.828,850.537,850.537,596080.144636,False
02-24 11:00,615.462,0.0,0,153745.7239659674,False
02-24 12:00,830.692,850.537,850.537,706534.281604,False
02-24 13:00,771.472,850.537,850.537,656165.480464,False
02-24 14:00,537.058,850.5369999999999,850.5369999999999,456787.70014599996,False
02-24 15:00,419.963,0.0,0.0,0.0,False
02-24 16:00,185.252,850.5370000000001,850.5370000000001,157563.68032400004,False
02-24 17:00,830.692,850.537,850.537,706534.281604,False
02-24 18:00,830.692,0.0,0.0,0.0,False
02-24 19:00,506.953,793.4307188285476,793.4307188285476,402232.08320228866,False
02-24 20:00,742.499,793.8255821378535,793.8255821378535,589414.7009117742,False
02-24 21:00,828.973,850.537,850.537,705072.208501,False
02-24 22:00,597.425,850.537,850.537,508132.067225,False
02-24 23:00,830.692,787.2250164644043,787.2250164644043,653941.523376849,False
02-25 00:00,830.692,785.5630561620258,785.5630561620258,652560.9462493456,False
02-25 01:00,830.692,637.0544510652746,637.0544510652746,529196.0360643151,False
02-25 02:00,830.692,613.510925424158,613.510925424158,509638.61766244465,False
02-25 03:00,830.692,776.7994185245508,776.7994185245508,645281.0625729961,False
02-25 04:00,830.692,620.1113932713964,620.1113932713964,515121.57349940285,False
02-25 05:00,830.692,637.8046928958036,637.8046928958036,529819.2559510008,False
02-25 06:00,830.692,697.4143240113613,697.4143240113613,579336.4996416457,False
02-25 07:00,830.692,699.9795066333106,699.9795066333106,581467.376324238,False
02-25 08:00,830.692,686.5028704346196,686.5028704346196,570272.442447075,False
02-25 09:00,828.564,671.7672087338145,671.7672087338145,556602.1255373242,False
02-25 10:00,830.692,850.537,850.537,0.0,True
02-25 11:00,830.692,667.3024678963018,667.3024678963018,0.0,True
02-25 12:00,830.692,0.0,0.0,0.0,True
02-25 13:00,684.789,0.0,0.0,0.0,True
02-25 14:00,689.468,0.0,0.0,0.0,True
02-25 15:00,586.016,646.9787458781419,646.9787458781419,379139.8967445252,False
02-25 16:00,830.692,809.849552956649,809.849552956649,672735.5448446646,False
02-25 17:00,519.066,0.0,0.0,0.0,False
02-25 18:00,190.466,699.9198027001196,699.9198027001196,133310.92514108098,False
02-25 19:00,181.671,850.5370000000001,850.5370000000001,154517.90732700002,False
02-25 20:00,223.748,862.9235218298911,862.9235218298911,193077.41216239447,False
02-25 21:00,218.857,850.537,850.537,186145.97620900001,False
02-25 22:00,297.023,850.537,850.537,252629.05135100003,False
02-25 23:00,432.674,850.537,850.537,368005.245938,False
02-26 00:00,360.8,850.537,850.537,306873.74960000004,False
02-26 01:00,220.709,850.537,850.537,187721.170733,False
02-26 02:00,120.05,850.537,850.537,102106.96685,False
02-26 03:00,39.4266,850.537,850.537,33533.7820842,False
02-26 04:00,0.0,850.537,850.537,0.0,False
02-26 05:00,0.0,850.537,850.537,0.0,False
02-26 06:00,0.0,734.4128381626464,734.4128381626464,0.0,False
02-26 07:00,29.3625,850.5370000000001,850.5370000000001,24973.892662500006,False
02-26 08:00,0.0,850.537,850.537,0.0,False
02-26 09:00,0.0,850.537,850.537,0.0,False
02-26 10:00,20.0058,850.537,850.537,17015.673114600002,False
02-26 11:00,21.4196,0.0,0.0,0.0,False
02-26 12:00,27.634400000000003,850.537,850.537,23504.079672800002,False
02-26 13:00,35.3925,850.537,850.537,30102.6307725,False
02-26 14:00,26.602700000000002,850.537,850.537,22626.580649900003,False
02-26 15:00,40.057,850.537,850.537,34069.960609,False
02-26 16:00,142.682,850.537,850.537,121356.320234,False
02-26 17:00,235.718,850.537,850.537,200486.880566,False
02-26 18:00,773.102,850.5370000000001,850.5370000000001,657551.855774,False
02-26 19:00,830.692,850.537,850.537,706534.281604,False
02-26 20:00,830.692,850.5369999999999,850.5369999999999,706534.2816039999,False
02-26 21:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
02-26 22:00,694.905,801.5503538602576,801.5503538602576,557001.3486492623,False
02-26 23:00,830.681,758.4935928200692,758.4935928200692,630066.216177368,False
02-27 00:00,829.711,716.455888304341,716.455888304341,594451.331540883,False
02-27 01:00,630.1,712.9332369649957,712.9332369649957,449219.2326116438,False
02-27 02:00,273.935,714.8415704447633,714.8415704447633,195820.12559978623,False
02-27 03:00,77.6755,713.951672934361,713.951672934361,55456.55317101296,False
02-27 04:00,45.1789,719.6632889811897,719.6632889811897,32513.59576655227,False
02-27 05:00,38.904199999999996,722.592709462823,722.592709462823,28111.891287483555,False
02-27 06:00,0.0,739.1001635397123,739.1001635397123,0.0,False
02-27 07:00,0.0,747.6209728364574,747.6209728364574,0.0,False
02-27 08:00,0.0,754.2043525247758,754.2043525247758,0.0,False
02-27 09:00,0.0,762.3612243894946,762.3612243894946,0.0,False
02-27 10:00,0.0,761.3342700428957,761.3342700428957,0.0,False
02-27 11:00,0.0,764.6082227913219,764.6082227913219,0.0,False
02-27 12:00,16.807599999999997,758.8007020900395,758.8007020900395,12753.618680448546,False
02-27 13:00,56.7819,749.9664586848909,749.9664586848909,42584.5204603996,False
02-27 14:00,35.5289,850.537,850.537,30218.6440193,False
02-27 15:00,88.4286,850.537,850.537,75211.7961582,False
02-27 16:00,126.971,850.537,850.537,107993.533427,False
02-27 17:00,23.389599999999998,753.5861104364761,753.5861104364761,17626.077688665002,False
02-27 18:00,0.0,763.3873338214286,763.3873338214286,0.0,False
02-27 19:00,0.0,850.537,850.537,0.0,False
02-27 20:00,0.0,850.537,850.537,0.0,False
02-27 21:00,23.703,850.5369999999999,850.5369999999999,20160.278510999997,False
02-27 22:00,8.59272,850.537,850.537,7308.42629064,False
02-27 23:00,0.0,850.537,850.537,0.0,False
02-28 00:00,0.0,0.0,0.0,0.0,False
02-28 01:00,123.99,673.9539335771008,673.9539335771008,83563.54822422472,False
02-28 02:00,412.89,850.537,850.537,351178.22193,False
02-28 03:00,597.254,680.8101994920481,680.8101994920481,406616.6148874237,False
02-28 04:00,745.644,850.537,850.537,634197.8108280001,False
02-28 05:00,790.019,0.0,0,130526.80970108464,False
02-28 06:00,830.692,850.537,850.537,706534.281604,False
02-28 07:00,830.692,850.537,850.537,706534.281604,False
02-28 08:00,830.692,850.537,850.537,706534.281604,False
02-28 09:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
02-28 10:00,479.114,850.537,850.537,407504.184218,False
02-28 11:00,830.692,850.537,850.537,706534.281604,False
02-28 12:00,830.692,850.537,850.537,706534.281604,False
02-28 13:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
02-28 14:00,830.692,850.537,850.537,706534.281604,False
02-28 15:00,830.692,850.5369999999999,850.5369999999999,706534.2816039999,False
02-28 16:00,830.692,850.5369999999999,850.5369999999999,706534.2816039999,False
02-28 17:00,830.692,820.3899789371064,820.3899789371064,681491.3923832228,False
02-28 18:00,830.692,812.0538626144296,812.0538626144296,674566.6472429058,False
02-28 19:00,830.692,799.5445067098888,799.5445067098888,664175.225367851,False
02-28 20:00,325.897,788.7343114638448,788.7343114638448,257046.14590313262,False
02-28 21:00,267.339,773.3733740981103,773.3733740981103,206752.8644580147,False
02-28 22:00,81.4215,740.1867305399808,740.1867305399808,60267.11388066104,False
02-28 23:00,0.0,722.9273260101356,722.9273260101356,0.0,False
03-01 00:00,0.0,719.8858948437999,719.8858948437999,0.0,False
03-01 01:00,0.0,850.537,850.537,0.0,False
03-01 02:00,0.0,850.537,850.537,0.0,False
03-01 03:00,25.6008,850.5370000000001,850.5370000000001,21774.427629600003,False
03-01 04:00,33.017,850.537,850.537,28082.180129000004,False
03-01 05:00,31.0715,731.494595992293,731.494595992293,22728.63433937453,False
03-01 06:00,13.2768,767.1299890957645,767.1299890957645,10185.031439226646,False
03-01 07:00,68.0859,850.5369999999999,850.5369999999999,57909.57712829999,False
03-01 08:00,71.1361,780.4670598634046,780.4670598634046,55519.38281714914,False
03-01 09:00,200.687,0.0,0.0,0.0,False
03-01 10:00,289.787,850.537,850.537,246474.565619,False
03-01 11:00,574.36,850.537,850.537,488514.43132000003,False
03-01 12:00,776.773,850.537,850.537,660674.1771010001,False
03-01 13:00,830.692,850.537,850.537,706534.281604,False
03-01 14:00,707.248,787.1552337370312,787.1552337370312,556713.9647500479,False
03-01 15:00,648.384,776.9881783141035,776.9881783141035,503786.7030080117,False
03-01 16:00,830.692,771.9541699764752,771.9541699764752,641256.1533660982,False
03-01 17:00,830.692,753.5943952797165,753.5943952797165,626004.8354036983,False
03-01 18:00,830.692,718.0640965454791,718.0640965454791,596490.1004875571,False
03-01 19:00,830.692,742.0508642701681,742.0508642701681,616415.7165423145,False
03-01 20:00,830.692,743.376276010382,743.376276010382,617516.7254716163,False
03-01 21:00,830.692,737.1573832162131,737.1573832162131,612350.7409786425,False
03-01 22:00,830.692,729.8951459560542,729.8951459560542,606318.0585845265,False
03-01 23:00,830.692,719.240862123325,719.240862123325,597467.6302389491,False
03-02 00:00,830.692,720.720515374751,720.720515374751,598696.7663576826,False
03-02 01:00,830.692,719.1871554465495,719.1871554465495,597423.016532205,False
03-02 02:00,830.692,689.5832700143816,689.5832700143816,572831.3057347867,False
03-02 03:00,332.355,742.1533808637822,742.1533808637822,246658.38689698235,False
03-02 04:00,830.692,0.0,0,33699.243242055425,False
03-02 05:00,756.371,758.8745073501337,758.8745073501337,573990.669998928,False
03-02 06:00,689.163,0.0,0.0,0.0,False
03-02 07:00,830.692,0.0,0.0,0.0,False
03-02 08:00,830.692,773.1395565734996,773.1395565734996,642240.8445291535,False
03-02 09:00,830.692,776.5297670573126,776.5297670573126,645057.0652563731,False
03-02 10:00,830.692,769.5727923251934,769.5727923251934,639277.9620021996,False
03-02 11:00,696.675,763.6520297908648,763.6520297908648,532017.2778545507,False
03-02 12:00,603.222,756.8850481346662,756.8850481346662,456569.71250588965,False
03-02 13:00,558.768,752.9708628696488,752.9708628696488,420736.023103948,False
03-02 14:00,425.574,751.0499254827561,751.0499254827561,319627.32098739845,False
03-02 15:00,285.247,759.1289353672272,759.1289353672272,216539.25142669547,False
03-02 16:00,308.991,764.6918102332604,764.6918102332604,236282.88713578536,False
03-02 17:00,556.372,770.49958826498,770.49958826498,428684.39692216343,False
03-02 18:00,754.742,770.3047297811418,770.3047297811418,581381.3323644785,False
03-02 19:00,608.858,771.5944247913699,771.5944247913699,469791.4382896238,False
03-02 20:00,776.802,769.4718042171007,769.4718042171007,597727.2364594523,False
03-02 21:00,658.342,767.1582642629598,767.1582642629598,505052.5060114055,False
03-02 22:00,580.349,756.1176649472976,756.1176649472976,438812.13073449925,False
03-02 23:00,480.644,707.7575322119313,707.7575322119313,340179.41131247155,False
03-03 00:00,480.065,703.3821450445668,703.3821450445668,337669.14946081996,False
03-03 01:00,354.038,704.2016072622548,704.2016072622548,249314.12863191418,False
03-03 02:00,289.022,694.4408325813788,694.4408325813788,200708.67831433527,False
03-03 03:00,171.048,696.2236925853018,696.2236925853018,119087.67016933071,False
03-03 04:00,181.666,706.5212394707577,706.5212394707577,128350.88748969467,False
03-03 05:00,202.702,717.4183601442501,717.4183601442501,145422.13643795977,False
03-03 06:00,213.853,763.8233300185874,763.8233300185874,163345.91059446498,False
03-03 07:00,148.475,770.1185817172844,770.1185817172844,114343.3564204738,False
03-03 08:00,193.819,770.1661270303936,770.1661270303936,149272.82857490383,False
03-03 09:00,157.934,759.5908724239646,759.5908724239646,119965.22484540642,False
03-03 10:00,342.458,754.1002948861411,754.1002948861411,258247.67878611814,False
03-03 11:00,692.401,754.9448610411536,754.9448610411536,522724.57672975573,False
03-03 12:00,830.692,755.9091540502361,755.9091540502361,627927.6869962987,False
03-03 13:00,830.692,756.3617066764754,756.3617066764754,628303.6188424947,False
03-03 14:00,830.692,755.1509857956892,755.1509857956892,627297.8826925927,False
03-03 15:00,789.647,753.4558233299267,753.4558233299267,594964.1305250067,False
03-03 16:00,525.334,761.0864260150692,761.0864260150692,399824.5765242003,False
03-03 17:00,830.692,767.7704900298243,767.7704900298243,637780.8039038548,False
03-03 18:00,830.692,765.3451925968246,765.3451925968246,635766.1287286414,False
03-03 19:00,754.512,760.069172297605,760.069172297605,573481.3113286104,False
03-03 20:00,530.05,756.9610622343941,756.9610622343941,401227.2110373406,False
03-03 21:00,478.365,753.4730528419184,753.4730528419184,360435.1369227243,False
03-03 22:00,186.361,746.5131749562763,746.5131749562763,139120.94179802662,False
03-03 23:00,60.570800000000006,737.6731281664036,737.6731281664036,44681.4515115416,False
03-04 00:00,33.1208,732.1738857854256,732.1738857854256,24250.184836321925,False
03-04 01:00,107.008,719.4627858771969,719.4627858771969,76988.27379114708,False
03-04 02:00,146.308,714.394419504071,714.394419504071,104521.61872880162,False
03-04 03:00,247.736,717.7719191157634,717.7719191157634,177817.94415406274,False
03-04 04:00,215.132,718.4877561999912,718.4877561999912,154569.7079668165,False
03-04 05:00,533.224,732.2576852810267,732.2576852810267,390457.37197629025,False
03-04 06:00,830.692,745.1907235516841,745.1907235516841,619023.9725285956,False
03-04 07:00,830.674,746.9981057588009,746.9981057588009,620511.9045030861,False
03-04 08:00,761.346,741.5408363347547,741.5408363347547,564569.1495801201,False
03-04 09:00,613.309,738.6463033931564,738.6463033931564,453018.4256877533,False
03-04 10:00,382.446,694.4333791755631,694.4333791755631,265583.2681321774,False
03-04 11:00,261.155,698.3187107219208,698.3187107219208,182369.4228985832,False
03-04 12:00,304.621,689.0335096963298,689.0335096963298,209894.07675720568,False
03-04 13:00,183.446,682.11758735645,682.11758735645,125131.74293019134,False
03-04 14:00,170.861,705.5077184665903,705.5077184665903,120543.75428492008,False
03-04 15:00,138.748,682.092707017431,682.092707017431,94638.99891325452,False
03-04 16:00,184.362,676.0144828635576,676.0144828635576,124631.38208969121,False
03-04 17:00,179.488,719.8072876340759,719.8072876340759,129196.77044286502,False
03-04 18:00,115.389,752.9473105497436,752.9473105497436,86881.83721702437,False
03-04 19:00,178.067,726.0262713111806,726.0262713111806,129281.32005356801,False
03-04 20:00,283.497,750.575830704694,750.575830704694,212785.99627728865,False
03-04 21:00,269.004,720.2820019715299,720.2820019715299,193758.73965834946,False
03-04 22:00,567.586,710.9763535516137,710.9763535516137,403540.2246069462,False
03-04 23:00,612.508,723.7666481515341,723.7666481515341,443312.8621259999,False
03-05 00:00,478.676,713.3208522567464,713.3208522567464,341449.57227485033,False
03-05 01:00,228.262,712.8211849605823,712.8211849605823,162709.98932147244,False
03-05 02:00,100.421,676.7522062632961,676.7522062632961,67960.13330516646,False
03-05 03:00,77.8579,679.1895329140855,679.1895329140855,52880.270734671576,False
03-05 04:00,36.8836,715.8030748809458,715.8030748809458,26401.394292678855,False
03-05 05:00,22.6517,732.4830044494685,732.4830044494685,16591.985271888025,False
03-05 06:00,60.9351,720.1843972252124,720.1843972252124,43884.50826335804,False
03-05 07:00,119.915,749.5725998372385,749.5725998372385,89884.99830948246,False
03-05 08:00,87.2116,708.9804842821329,708.9804842821329,61831.322403019665,False
03-05 09:00,144.312,739.458167633443,739.458167633443,106712.68708751745,False
03-05 10:00,147.608,738.9248599721765,738.9248599721765,109071.22073077303,False
03-05 11:00,138.518,736.309141520554,736.309141520554,101992.0696651441,False
03-05 12:00,204.608,697.5422986210303,697.5422986210303,142722.7346362518,False
03-05 13:00,218.649,689.2609686047808,689.2609686047808,150706.22152446673,False
03-05 14:00,223.954,688.9733963124263,688.9733963124263,154298.34799775312,False
03-05 15:00,269.488,693.7955744940872,693.7955744940872,186969.58177926257,False
03-05 16:00,378.894,735.2023003107709,735.2023003107709,278563.74037394923,False
03-05 17:00,501.738,714.3655866779411,714.3655866779411,358424.3607286168,False
03-05 18:00,800.263,746.6759623143361,746.6759623143361,597537.1456295575,False
03-05 19:00,687.634,746.2838463936517,746.2838463936517,513170.14643105236,False
03-05 20:00,830.692,754.9646217157522,754.9646217157522,627143.0715423016,False
03-05 21:00,830.692,754.5406786433578,754.5406786433578,626790.9054236081,False
03-05 22:00,830.692,711.5010576399828,711.5010576399828,591038.2365730726,False
03-05 23:00,830.692,691.9628928163731,691.9628928163731,574808.0393594187,False
03-06 00:00,830.692,719.1756099928515,719.1756099928515,597413.4258161818,False
03-06 01:00,830.692,710.8279148665315,710.8279148665315,590479.0622563087,False
03-06 02:00,830.692,663.4833338168547,663.4833338168547,551150.2975349907,False
03-06 03:00,830.692,604.202509125718,604.202509125718,501906.190710661,False
03-06 04:00,830.692,678.0583076329293,678.0583076329293,563257.6116842133,False
03-06 05:00,830.692,685.9645948396391,685.9645948396391,569825.3012165294,False
03-06 06:00,777.211,697.7792795817717,697.7792795817717,542321.7316630284,False
03-06 07:00,830.692,702.0208316291632,702.0208316291632,583163.0886676928,False
03-06 08:00,601.218,628.8915142857143,628.8915142857143,378100.8984358285,False
03-06 09:00,612.51,723.3084580417982,723.3084580417982,443033.6636351818,False
03-06 10:00,723.002,722.9173927368744,722.9173927368744,522670.72078354564,False
03-06 11:00,828.613,722.8836012649889,722.8836012649889,598990.7494949863,False
03-06 12:00,828.026,721.9707852378386,721.9707852378386,597810.5814173465,False
03-06 13:00,505.305,726.6101168866146,726.6101168866146,367159.72511339077,False
03-06 14:00,385.93,733.0678073599917,733.0678073599917,282912.85889444157,False
03-06 15:00,294.611,741.5117656867261,741.5117656867261,218457.52280073205,False
03-06 16:00,314.987,753.1416876208483,753.1416876208483,237229.84075862815,False
03-06 17:00,135.353,759.6106264706323,759.6106264706323,102815.57712467949,False
03-06 18:00,174.458,729.0243882909771,729.0243882909771,127184.13673246728,False
03-06 19:00,162.905,754.5293936427169,754.5293936427169,122916.61087136679,False
03-06 20:00,105.84,717.234121463338,717.234121463338,75912.0594156797,False
03-06 21:00,145.527,744.0283396799604,744.0283396799604,108276.21218860558,False
03-06 22:00,224.776,743.5666412539186,743.5666412539186,167135.93535449082,False
03-06 23:00,166.637,743.98403399512,743.98403399512,123975.2674728448,False
03-07 00:00,425.952,746.5532016667394,746.5532016667394,317995.829356351,False
03-07 01:00,574.758,742.2036177769531,742.2036177769531,426587.46694624604,False
03-07 02:00,502.142,736.9847532668967,736.9847532668967,370070.99797494605,False
03-07 03:00,283.38,748.2681039903847,748.2681039903847,212044.21530879522,False
03-07 04:00,828.374,756.6058025753091,756.6058025753091,626752.5751025191,False
03-07 05:00,597.229,767.0743536900173,767.0743536900173,458119.0491799354,False
03-07 06:00,620.266,850.537,850.537,527559.182842,False
03-07 07:00,830.692,850.537,850.537,706534.281604,False
03-07 08:00,601.685,850.537,850.537,511755.35484499997,False
03-07 09:00,325.29,850.537,850.537,276671.18073,False
03-07 10:00,361.889,850.537,850.537,307799.984393,False
03-07 11:00,828.917,850.537,850.537,705024.5784290001,False
03-07 12:00,692.636,850.537,850.537,589112.545532,False
03-07 13:00,828.309,850.537,850.537,704507.451933,False
03-07 14:00,794.555,850.537,850.537,675798.426035,False
03-07 15:00,830.692,850.537,850.537,706534.281604,False
03-07 16:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
03-07 17:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
03-07 18:00,501.199,850.537,850.537,426288.293863,False
03-07 19:00,572.902,781.8994687828504,781.8994687828504,447951.76946463255,False
03-07 20:00,683.428,0.0,0.0,0.0,False
03-07 21:00,798.14,771.0045841285969,771.0045841285969,615369.5987763983,False
03-07 22:00,544.019,850.537,850.537,462708.28820300003,False
03-07 23:00,530.587,760.1524130537231,760.1524130537231,403326.9883849358,False
03-08 00:00,424.348,748.5298390003961,748.5298390003961,317637.1401201401,False
03-08 01:00,231.867,646.1816351351353,646.1816351351353,149828.1971938784,False
03-08 02:00,188.323,756.392292033627,756.392292033627,142446.06561264873,False
03-08 03:00,242.693,2277.021,0,532394.4151397563,False
03-08 04:00,340.021,2277.021,0,630867.1518404509,False
03-08 05:00,314.147,776.1964559839257,776.1964559839257,243839.7880579823,False
03-08 06:00,462.87,789.3784523001096,789.3784523001096,365379.60421615175,False
03-08 07:00,506.219,850.537,850.537,430557.989603,False
03-08 08:00,565.694,850.537,850.537,481143.677678,False
03-08 09:00,349.886,850.537,850.537,297590.98878200003,False
03-08 10:00,322.842,850.537,850.537,274589.066154,False
03-08 11:00,385.602,850.537,850.537,327968.768274,False
03-08 12:00,830.692,850.537,850.537,706534.281604,False
03-08 13:00,830.692,850.5369999999999,850.5369999999999,706534.2816039999,False
03-08 14:00,830.692,850.537,850.537,706534.281604,False
03-08 15:00,830.692,850.537,850.537,706534.281604,False
03-08 16:00,830.692,2277.021,0,878285.6400163439,False
03-08 17:00,830.692,0.0,0.0,0.0,False
03-08 18:00,830.692,850.537,850.537,706534.281604,False
03-08 19:00,830.692,850.537,850.537,706534.281604,False
03-08 20:00,830.692,850.537,850.537,706534.281604,False
03-08 21:00,830.692,850.537,850.537,706534.281604,False
03-08 22:00,830.692,850.537,850.537,706534.281604,False
03-08 23:00,830.692,850.5369999999999,850.5369999999999,706534.2816039999,False
03-09 00:00,830.692,850.537,850.537,706534.281604,False
03-09 01:00,830.692,850.537,850.537,706534.281604,False
03-09 02:00,830.692,850.537,850.537,706534.281604,False
03-09 03:00,830.692,850.537,850.537,706534.281604,False
03-09 04:00,830.692,850.537,850.537,706534.281604,False
03-09 05:00,830.692,850.537,850.537,706534.281604,False
03-09 06:00,755.442,850.537,850.537,642531.372354,False
03-09 07:00,601.034,850.537,850.537,511201.655258,False
03-09 08:00,427.827,850.537,850.537,363882.693099,False
03-09 09:00,232.709,850.537,850.537,197927.61473300002,False
03-09 10:00,205.476,850.537,850.537,174764.940612,False
03-09 11:00,159.128,850.537,850.537,135344.251736,False
03-09 12:00,285.195,752.0249020337301,752.0249020337301,214473.74193550964,False
03-09 13:00,286.049,743.4143704429986,743.4143704429986,212652.9372508493,False
03-09 14:00,720.867,738.1685290776154,738.1685290776154,532121.3330505934,False
03-09 15:00,830.692,725.013748027536,725.013748027536,602263.1203764899,False
03-09 16:00,509.611,730.0939537467134,730.0939537467134,372063.90986281633,False
03-09 17:00,290.932,850.537,850.537,247448.430484,False
03-09 18:00,319.833,850.537,850.537,272029.80032100005,False
03-09 19:00,68.36110000000001,850.537,850.537,58143.64491070001,False
03-09 20:00,64.7276,850.537,850.537,55053.2187212,False
03-09 21:00,19.3523,850.537,850.537,16459.8471851,False
03-09 22:00,0.0,850.537,850.537,0.0,False
03-09 23:00,0.0,850.537,850.537,0.0,False
03-10 00:00,0.0,850.537,850.537,0.0,False
03-10 01:00,0.0,850.537,850.537,0.0,False
03-10 02:00,0.0,850.537,850.537,0.0,False
03-10 03:00,119.201,850.537,850.537,101384.860937,False
03-10 04:00,93.6876,850.537,850.537,79684.7702412,False
03-10 05:00,117.602,850.5370000000001,850.5370000000001,100024.85227400002,False
03-10 06:00,253.061,850.537,850.537,215237.74375700002,False
03-10 07:00,283.059,850.537,850.537,240752.15268300002,False
03-10 08:00,93.40639999999999,850.5369999999999,850.5369999999999,79445.59923679999,False
03-10 09:00,54.1865,850.537,850.537,46087.6231505,False
03-10 10:00,71.2605,850.537,850.537,60609.6918885,False
03-10 11:00,64.5679,850.537,850.537,54917.387962299996,False
03-10 12:00,45.5197,850.537,850.537,38716.1890789,False
03-10 13:00,42.4966,850.537,850.537,36144.930674200004,False
03-10 14:00,71.027,850.537,850.537,60411.091499,False
03-10 15:00,77.9088,850.5369999999999,850.5369999999999,66264.31702559999,False
03-10 16:00,111.929,850.5369999999999,850.5369999999999,95199.75587299999,False
03-10 17:00,271.797,799.6459135187896,799.6459135187896,217341.36035666647,False
03-10 18:00,192.154,781.8433867793481,781.8433867793481,150234.33414319885,False
03-10 19:00,372.144,768.0646573358417,768.0646573358417,285830.6538395895,False
03-10 20:00,528.047,755.8216179963672,755.8216179963672,399109.3379181277,False
03-10 21:00,599.58,697.9191784152222,697.9191784152222,418458.38099419896,False
03-10 22:00,830.692,666.6409108354012,666.6409108354012,553773.2715036811,False
03-10 23:00,830.692,702.0128706069173,702.0128706069173,583156.4755102014,False
03-11 00:00,830.692,633.1562270865289,633.1562270865289,525957.8125909629,False
03-11 01:00,830.692,688.4709076787037,688.4709076787037,571907.2752414377,False
03-11 02:00,830.692,682.4424130521578,682.4424130521578,566899.452983123,False
03-11 03:00,830.692,689.4015092827003,689.4015092827003,572680.3185490649,False
03-11 04:00,830.692,706.3056398780022,706.3056398780022,586722.4446015374,False
03-11 05:00,830.692,777.625551018091,777.625551018091,645967.32422632,False
03-11 06:00,830.692,789.1168012569717,789.1168012569717,655513.0138697564,False
03-11 07:00,830.692,658.564814142167,658.564814142167,547064.522589385,False
03-11 08:00,830.692,850.537,850.537,706534.281604,False
03-11 09:00,830.692,766.9913443262411,766.9913443262411,637133.5738010539,False
03-11 10:00,828.816,850.537,850.537,704938.6741920001,False
03-11 11:00,520.569,850.537,850.537,442763.19555299997,False
03-11 12:00,572.995,850.537,850.537,487353.44831500005,False
03-11 13:00,368.806,850.537,850.537,313683.148822,False
03-11 14:00,280.596,850.537,850.537,238657.28005200002,False
03-11 15:00,352.242,850.537,850.537,299594.85395400005,False
03-11 16:00,407.773,850.537,850.537,346826.02410100005,False
03-11 17:00,566.375,850.537,850.537,481722.89337500004,False
03-11 18:00,725.854,800.1106397096313,800.1106397096313,580763.5082757948,False
03-11 19:00,755.65,721.7364212554218,721.7364212554218,545380.1267216594,False
03-11 20:00,746.112,707.6688225151181,707.6688225151181,528000.2005043998,False
03-11 21:00,700.869,640.3785942015431,640.3785942015431,448821.50493944134,False
03-11 22:00,449.611,640.9354789764759,640.9354789764759,288171.6416380923,False
03-11 23:00,529.745,620.4417548109366,620.4417548109366,328675.9174023196,False
03-12 00:00,278.219,627.4666662165569,627.4666662165569,174573.14840810423,False
03-12 01:00,583.198,583.2774285514704,583.2774285514704,340166.22977636044,False
03-12 02:00,825.2,612.6681097696145,612.6681097696145,505573.7241818859,False
03-12 03:00,830.692,611.462124347915,611.462124347915,507936.6949988183,False
03-12 04:00,657.594,614.4943964682259,614.4943964682259,404087.82815112657,False
03-12 05:00,830.692,627.800582414358,627.800582414358,521508.9214069479,False
03-12 06:00,830.692,643.7508107174041,643.7508107174041,534758.6484564618,False
03-12 07:00,830.692,603.1239933402046,603.1239933402046,501010.27627576125,False
03-12 08:00,830.692,621.207067695423,621.207067695423,516031.74147804634,False
03-12 09:00,785.411,753.8293980394329,753.8293980394329,592065.901343549,False
03-12 10:00,828.765,541.6764202618269,541.6764202618269,448922.458438293,False
03-12 11:00,830.692,547.7645132234896,547.7645132234896,0.0,True
03-12 12:00,572.016,603.0250246979866,603.0250246979866,344939.9625276435,False
03-12 13:00,508.602,593.6595177256613,593.6595177256613,301936.4180343068,False
03-12 14:00,369.504,598.9568068710004,598.9568068710004,221316.93596606213,False
03-12 15:00,570.799,580.4327801579338,580.4327801579338,331310.45048136846,False
03-12 16:00,830.692,546.7460858885216,546.7460858885216,454177.59957890783,False
03-12 17:00,830.692,679.0382982879116,679.0382982879116,564071.6820813819,False
03-12 18:00,830.692,850.537,850.537,706534.281604,False
03-12 19:00,830.692,791.0632814231196,791.0632814231196,657129.939371934,False
03-12 20:00,830.692,671.2465016659577,671.2465016659577,557599.0989618978,False
03-12 21:00,830.692,850.537,850.537,706534.281604,False
03-12 22:00,830.692,850.537,850.537,706534.281604,False
03-12 23:00,830.692,751.464420673695,751.464420673695,624235.4825382731,False
03-13 00:00,830.692,611.4484258112603,611.4484258112603,507925.31573400745,False
03-13 01:00,830.692,492.8432342551409,492.8432342551409,409400.9319498715,False
03-13 02:00,830.692,525.8951820369657,525.8951820369657,436856.92055665114,False
03-13 03:00,830.692,517.6177942453855,517.6177942453855,429980.9607372878,False
03-13 04:00,830.692,513.7229816145299,513.7229816145299,426745.57104333706,False
